,genes,Tech,organ,cell_type,regulate,logFC,FDR
1290,Samd4,Vis,Kidney,Podocytes,Up,1.27566118430591,0.0139731999473815
1291,Glrx,Vis,Kidney,Podocytes,Down,-0.776936527763062,0.014092134141451
1292,Hsd11b2,Vis,Kidney,Podocytes,Down,-0.799642466357049,0.0142057464542257
1293,Rftn1,Vis,Kidney,Podocytes,Up,0.965956458468663,0.0142245449549279
1294,Atp8b4,Vis,Kidney,Podocytes,Up,1.20593483421366,0.0142606902751566
1295,Cela1,Vis,Kidney,Podocytes,Down,-0.924506398816047,0.0143530035349354
1296,Akr1e1,Vis,Kidney,Podocytes,Down,-0.56756564915215,0.0143646522181719
1297,Tubb2b,Vis,Kidney,Podocytes,Up,0.612761284093661,0.0146368038061538
1298,Slc34a1,Vis,Kidney,Podocytes,Down,-0.988135043225176,0.0152536404388262
1299,Pkm,Vis,Kidney,Podocytes,Up,0.525608980723742,0.0152953471565028
1300,D630023F18Rik,Vis,Kidney,Podocytes,Down,-1.32203556330637,0.0157308981811397
1301,Negr1,Vis,Kidney,Podocytes,Up,1.33365912021845,0.0160400466985139
1302,Gm44386,Vis,Kidney,Podocytes,Down,-0.642047285579567,0.0160400466985139
1303,Sulf1,Vis,Kidney,Podocytes,Up,1.22703921843464,0.0161113912567183
1304,Kcnab1,Vis,Kidney,Podocytes,Up,1.41688430225993,0.0163070089492823
1305,Fosl2,Vis,Kidney,Podocytes,Up,0.855471753857261,0.0167352082089696
1306,Ptpre,Vis,Kidney,Podocytes,Up,1.20084309094979,0.0167463800042999
1307,Ildr2,Vis,Kidney,Podocytes,Down,-0.981211638144771,0.01695286722239
1308,Oasl2,Vis,Kidney,Podocytes,Up,1.10985823607855,0.0170252190488672
1309,Acvrl1,Vis,Kidney,Podocytes,Up,0.704393405952938,0.0170829349464393
1310,Flot1,Vis,Kidney,Podocytes,Up,0.502924011306672,0.0178985039418995
1311,D030045P18Rik,Vis,Kidney,Podocytes,Up,1.82808862948508,0.0180280184919663
1312,Tnfaip8,Vis,Kidney,Podocytes,Down,-0.928727750226223,0.0180419441198667
1313,Asl,Vis,Kidney,Podocytes,Down,-0.777278356687692,0.018138148854545
1314,Atp23,Vis,Kidney,Podocytes,Down,-0.544083757533411,0.0183436651922973
1315,Mrpl47,Vis,Kidney,Podocytes,Down,-0.500301762687034,0.0184900115328143
1316,Slc4a11,Vis,Kidney,Podocytes,Up,2.20428927201999,0.0192309623670859
1317,Nbl1,Vis,Kidney,Podocytes,Up,0.939481036648872,0.019570711525443
1318,Stap2,Vis,Kidney,Podocytes,Up,0.624325815277288,0.0201532608671566
1319,Birc3,Vis,Kidney,Podocytes,Up,0.978808768976238,0.0205984524500399
1320,Acss1,Vis,Kidney,Podocytes,Down,-0.925935714969575,0.0207625285062218
1321,Slc22a8,Vis,Kidney,Podocytes,Down,-0.993341972359661,0.0207625285062218
1322,Clec2h,Vis,Kidney,Podocytes,Down,-1.44127352834108,0.020780775341234
1323,Slc5a2,Vis,Kidney,Podocytes,Down,-1.06553825367881,0.0213063972002675
1324,Ddr2,Vis,Kidney,Podocytes,Up,1.11171455311352,0.0213063972002675
1325,Yars2,Vis,Kidney,Podocytes,Down,-0.553436650734812,0.0217198425408021
1326,Nudt2,Vis,Kidney,Podocytes,Down,-0.483312596182723,0.0220223918466339
1327,Plekha2,Vis,Kidney,Podocytes,Up,0.845627233222733,0.0220766676467598
1328,Ift57,Vis,Kidney,Podocytes,Down,-0.481368192630021,0.0221346398679633
1329,Dhfr,Vis,Kidney,Podocytes,Down,-0.535545435241646,0.0224773133346172
1330,Trp53i11,Vis,Kidney,Podocytes,Up,0.775132592035929,0.0229079289931125
1331,Ehmt2,Vis,Kidney,Podocytes,Up,0.402663406334326,0.0239160226675373
1332,Slc16a12,Vis,Kidney,Podocytes,Down,-0.717568886742797,0.0239201973777101
1333,Nisch,Vis,Kidney,Podocytes,Up,0.523489237227079,0.0239395954601011
1334,Ptgis,Vis,Kidney,Podocytes,Up,0.749405619015819,0.0239721578085416
1335,Tbx2,Vis,Kidney,Podocytes,Down,-0.707169064496363,0.0242079026195114
1336,Ubash3b,Vis,Kidney,Podocytes,Up,0.824094177139571,0.0245843899838199
1337,Sectm1b,Vis,Kidney,Podocytes,Down,-1.18467915475758,0.0249800265387669
1338,Bnip2,Vis,Kidney,Podocytes,Up,0.55185913588194,0.0250185766508667
1339,Mxra7,Vis,Kidney,Podocytes,Up,0.699212896000709,0.0252483786523928
1340,Cers4,Vis,Kidney,Podocytes,Up,0.586823908632134,0.0254740094371634
1341,Egr1,Vis,Kidney,Podocytes,Up,0.658635728512638,0.0256596304017004
1342,Pcdh12,Vis,Kidney,Podocytes,Up,0.618937777922217,0.0256596304017004
1343,Fam185a,Vis,Kidney,Podocytes,Down,-0.605449789481214,0.0257401393715671
1344,Tmem39b,Vis,Kidney,Podocytes,Down,-0.551197242353332,0.0258370892817728
1345,Slc7a8,Vis,Kidney,Podocytes,Down,-1.23048311848452,0.0258370892817728
1346,Osr2,Vis,Kidney,Podocytes,Down,-1.21567986991263,0.0259442527851361
1347,Ccdc58,Vis,Kidney,Podocytes,Down,-0.499672683017306,0.026088816041208
1348,Agrn,Vis,Kidney,Podocytes,Up,0.564782244843515,0.026433630359561
1349,Cyp2d9,Vis,Kidney,Podocytes,Up,1.86515197620242,0.0264627557610736
1350,Tor3a,Vis,Kidney,Podocytes,Up,0.572315634703935,0.0271343691015788
1351,Timm9,Vis,Kidney,Podocytes,Down,-0.522466406279008,0.0274546705906401
1352,Rnasek,Vis,Kidney,Podocytes,Down,-0.885137814642308,0.0286594860763214
1353,Sap30,Vis,Kidney,Podocytes,Down,-0.453039653987649,0.0288947238650811
1354,Arrdc1,Vis,Kidney,Podocytes,Up,0.734470229843851,0.029345510016332
1355,Kctd10,Vis,Kidney,Podocytes,Up,0.554211847088865,0.0293455912499459
1356,Pla2g15,Vis,Kidney,Podocytes,Up,0.698337955413779,0.0296668076620535
1357,Dhrs7,Vis,Kidney,Podocytes,Down,-0.549268340550519,0.0300722827876983
1358,Fkbp5,Vis,Kidney,Podocytes,Up,0.620009091524556,0.03009416131987
1359,Cndp1,Vis,Kidney,Podocytes,Down,-0.874747055724684,0.0303419253474727
1360,Plec,Vis,Kidney,Podocytes,Up,0.65324262047549,0.0305283858183949
1361,Miox,Vis,Kidney,Podocytes,Down,-1.05990671869636,0.0306524285825978
1362,Iqcg,Vis,Kidney,Podocytes,Down,-0.849878066404614,0.0308376930016228
1363,Bex4,Vis,Kidney,Podocytes,Down,-1.01539229304577,0.031062335339301
1364,Fam136a,Vis,Kidney,Podocytes,Down,-0.487637640224136,0.0312448768562984
1365,Sytl4,Vis,Kidney,Podocytes,Up,0.550771915856569,0.0315448683648245
1366,Nox4,Vis,Kidney,Podocytes,Down,-1.12897374600533,0.0316978034871116
1367,Adra1b,Vis,Kidney,Podocytes,Up,0.899250703758647,0.0318121775493428
1368,Slc2a2,Vis,Kidney,Podocytes,Down,-0.772508132098933,0.0339990744207914
1369,Rasgef1b,Vis,Kidney,Podocytes,Up,0.708720554795374,0.0348981978931174
1370,Col15a1,Vis,Kidney,Podocytes,Up,0.791713559016929,0.0349054135532934
1371,0610006L08Rik,Vis,Kidney,Podocytes,Down,-0.635448810586077,0.0349842031853896
1372,Map1b,Vis,Kidney,Podocytes,Up,0.915555634699629,0.035607755081171
1373,Cryl1,Vis,Kidney,Podocytes,Down,-0.574720700792262,0.035607755081171
1374,Atf5,Vis,Kidney,Podocytes,Up,0.555453550906335,0.035977469383985
1375,Acot3,Vis,Kidney,Podocytes,Down,-0.73165016421546,0.0380439565019093
1376,Gpihbp1,Vis,Kidney,Podocytes,Up,0.880762457660868,0.0381899611819364
1377,Sult1c2,Vis,Kidney,Podocytes,Down,-0.700108110498833,0.0385971069923703
1378,Skap1,Vis,Kidney,Podocytes,Up,0.89815894153094,0.0393775491237883
1379,Mical1,Vis,Kidney,Podocytes,Up,0.751466541257625,0.0393845488992615
1380,Wbp1l,Vis,Kidney,Podocytes,Up,0.374069639390273,0.0396659349396551
1381,Dync1h1,Vis,Kidney,Podocytes,Up,0.429448039449807,0.040183097379011
1382,Alpl,Vis,Kidney,Podocytes,Down,-0.848418644659026,0.0403229536766213
1383,Galnt15,Vis,Kidney,Podocytes,Up,0.863316230245603,0.0403229536766213
1384,Alg2,Vis,Kidney,Podocytes,Down,-0.513719872525592,0.0403229536766213
1385,Apoa2,Vis,Kidney,Podocytes,Down,-0.528370085218357,0.0411174633370161
1386,Rpf2,Vis,Kidney,Podocytes,Down,-0.4605219262182,0.0419140131067203
1387,Igsf11,Vis,Kidney,Podocytes,Down,-0.821505408330169,0.0419140131067203
1388,St3gal5,Vis,Kidney,Podocytes,Up,0.743523875292015,0.0419140131067203
1389,1190007I07Rik,Vis,Kidney,Podocytes,Down,-0.564070117149178,0.0420918586331787
1390,Gatm,Vis,Kidney,Podocytes,Down,-0.946799631852983,0.0421803886085868
1391,Rrbp1,Vis,Kidney,Podocytes,Up,0.466637813450742,0.043631043357328
1392,Mrps31,Vis,Kidney,Podocytes,Down,-0.522201930565846,0.0438097107482535
1393,Folh1,Vis,Kidney,Podocytes,Down,-1.09023507888297,0.0438597034085486
1394,S1pr2,Vis,Kidney,Podocytes,Up,0.870410223524241,0.0441898399913627
1395,Gpr182,Vis,Kidney,Podocytes,Up,0.723389369920063,0.0451353760534446
1396,Pea15a,Vis,Kidney,Podocytes,Up,0.611998082483666,0.0453406866812155
1397,Inf2,Vis,Kidney,Podocytes,Up,0.81134843448548,0.0454848011406363
1398,Sema3f,Vis,Kidney,Podocytes,Up,0.594656835423016,0.0459886940277872
1399,Uroc1,Vis,Kidney,Podocytes,Down,-0.942106831153625,0.0470361516523226
1400,Idh1,Vis,Kidney,Podocytes,Down,-0.878598758009253,0.0477798184137408
1401,Pdlim7,Vis,Kidney,Podocytes,Up,0.734854048960439,0.0486893758202901
1402,Tnip1,Vis,Kidney,Podocytes,Up,0.462258349450049,0.0495452999142568
1403,C1qb,Vis,Kidney,Collecting_Duct_Epi,Up,2.55031403737846,3.84134984650031e-11
1404,Hdc,Vis,Kidney,Collecting_Duct_Epi,Up,2.7747762605586,5.71450785900959e-08
1405,Cd74,Vis,Kidney,Collecting_Duct_Epi,Up,1.7373287236501,5.66890578095781e-06
1406,Inmt,Vis,Kidney,Collecting_Duct_Epi,Down,-1.83181127145765,1.17116877214506e-05
1407,Car12,Vis,Kidney,Collecting_Duct_Epi,Down,-1.51159789466712,1.19115089578249e-05
1408,Apoe,Vis,Kidney,Collecting_Duct_Epi,Up,1.4091050110547,2.90686968163044e-05
1409,Serping1,Vis,Kidney,Collecting_Duct_Epi,Up,1.20433847632402,4.6662318507247e-05
1410,Insrr,Vis,Kidney,Collecting_Duct_Epi,Down,-1.31389713562667,8.51569961522658e-05
1411,Lrp1,Vis,Kidney,Collecting_Duct_Epi,Up,1.48204383216503,9.23532530461382e-05
1412,Hsd11b2,Vis,Kidney,Collecting_Duct_Epi,Down,-0.96447338833891,9.39880387867595e-05
1413,Ighm,Vis,Kidney,Collecting_Duct_Epi,Up,5.6120177536668,0.0001746160785677
1414,Ass1,Vis,Kidney,Collecting_Duct_Epi,Down,-1.06789100578445,0.0001814732992008
1415,Kcne1,Vis,Kidney,Collecting_Duct_Epi,Down,-1.30634905092392,0.000465107435745
1416,C1qa,Vis,Kidney,Collecting_Duct_Epi,Up,2.54532807680166,0.0005082356831198
1417,Pah,Vis,Kidney,Collecting_Duct_Epi,Down,-0.872589334366017,0.0006142705251102
1418,Eps8,Vis,Kidney,Collecting_Duct_Epi,Down,-1.0823661099887,0.0018743539670324
1419,Acsm2,Vis,Kidney,Collecting_Duct_Epi,Down,-0.88979499009482,0.0019818095938548
1420,Lyz2,Vis,Kidney,Collecting_Duct_Epi,Up,2.4996969389395,0.0020949929303419
1421,Cav1,Vis,Kidney,Collecting_Duct_Epi,Down,-0.926876339937395,0.0021033154950168
1422,Atp6v1g3,Vis,Kidney,Collecting_Duct_Epi,Down,-0.904576431411928,0.0025607281984492
1423,Akr1c21,Vis,Kidney,Collecting_Duct_Epi,Down,-0.877458616021708,0.0034695406253323
1424,Serpinb1a,Vis,Kidney,Collecting_Duct_Epi,Down,-1.1554825779819,0.0034695406253323
1425,Atp6v0d2,Vis,Kidney,Collecting_Duct_Epi,Down,-0.847049293365481,0.0042208686118976
1426,Slc4a9,Vis,Kidney,Collecting_Duct_Epi,Down,-1.08977952248894,0.0049159624891516
1427,Csf1r,Vis,Kidney,Collecting_Duct_Epi,Up,1.53777357891498,0.0053787964905857
1428,Cd24a,Vis,Kidney,Collecting_Duct_Epi,Up,0.862115262847397,0.0054588655571701
1429,Cyp2d12,Vis,Kidney,Collecting_Duct_Epi,Up,1.53227337573769,0.006223633255541
1430,Nat8f1,Vis,Kidney,Collecting_Duct_Epi,Down,-0.75034165074877,0.0072733248007131
1431,Rhcg,Vis,Kidney,Collecting_Duct_Epi,Down,-0.776286110577413,0.007541840874132
1432,Car2,Vis,Kidney,Collecting_Duct_Epi,Down,-0.751349266408158,0.0081001117601926
1433,Serpinb6a,Vis,Kidney,Collecting_Duct_Epi,Up,0.909598992501792,0.0133239488212438
1434,Bgn,Vis,Kidney,Collecting_Duct_Epi,Up,1.46167432559329,0.0133239488212438
1435,Cyp2j6,Vis,Kidney,Collecting_Duct_Epi,Down,-0.954854570045104,0.0133239488212438
1436,Slc9a8,Vis,Kidney,Collecting_Duct_Epi,Up,1.17562677845776,0.01530337416904
1437,Krt8,Vis,Kidney,Collecting_Duct_Epi,Up,0.803166788263238,0.0156570149845878
1438,Miox,Vis,Kidney,Collecting_Duct_Epi,Down,-0.73314984018873,0.0202354586026945
1439,Il6st,Vis,Kidney,Collecting_Duct_Epi,Up,0.915997060698118,0.0277252254402603
1440,Aebp1,Vis,Kidney,Collecting_Duct_Epi,Up,0.837343129405028,0.0291763905482096
1441,Cystm1,Vis,Kidney,Collecting_Duct_Epi,Down,-0.652113849231862,0.0331890801815258
1442,Glyat,Vis,Kidney,Collecting_Duct_Epi,Down,-0.659286994501645,0.0349830441428441
1443,Pipox,Vis,Kidney,Collecting_Duct_Epi,Down,-0.984099193792266,0.0371387744292856
1444,Gata2,Vis,Kidney,Collecting_Duct_Epi,Down,-0.818070429281446,0.042042440006831
1445,Abr,Vis,Kidney,Collecting_Duct_Epi,Down,-0.753846645953741,0.042042440006831
1446,Slc4a4,Vis,Kidney,Collecting_Duct_Epi,Down,-0.638850273460876,0.0455797329374427
1447,Slc16a5,Vis,Kidney,Collecting_Duct_Epi,Down,-1.06764325852139,0.0472291426421865
1448,Kl,Vis,Kidney,Collecting_Duct_Epi,Down,-0.740814664334167,0.0485480506531991
1449,Exoc3l4,Vis,Kidney,Collecting_Duct_Epi,Down,-0.799415295332008,0.0492234204355536
1450,C1qb,Vis,Kidney,Distal_Conv_Epi,Up,2.74383601477044,5.2685475309491e-07
1451,Lyz2,Vis,Kidney,Distal_Conv_Epi,Up,3.10897230303366,5.2685475309491e-07
1452,Cd74,Vis,Kidney,Distal_Conv_Epi,Up,2.21973647796107,2.21953098671249e-05
1453,C1qa,Vis,Kidney,Distal_Conv_Epi,Up,2.6873033367556,2.51855487421153e-05
1454,Bgn,Vis,Kidney,Distal_Conv_Epi,Up,2.01106774372525,8.44880278300322e-05
1455,Hdc,Vis,Kidney,Distal_Conv_Epi,Up,2.98388283369758,0.0002165973185474
1456,Serping1,Vis,Kidney,Distal_Conv_Epi,Up,1.70380528742392,0.0002337234681386
1457,Pigr,Vis,Kidney,Distal_Conv_Epi,Up,2.03942096217616,0.0009429432578677
1458,Agrn,Vis,Kidney,Distal_Conv_Epi,Up,1.66703559984771,0.0018999787562233
1459,Capg,Vis,Kidney,Distal_Conv_Epi,Up,2.24088659848853,0.0027451671527523
1460,Cyp2d12,Vis,Kidney,Distal_Conv_Epi,Up,2.34047284642752,0.0057896886961748
1461,Slc6a18,Vis,Kidney,Distal_Conv_Epi,Up,1.41869119624075,0.0100700052564604
1462,Fxyd5,Vis,Kidney,Distal_Conv_Epi,Up,1.84663057010532,0.0100700052564604
1463,Timp2,Vis,Kidney,Distal_Conv_Epi,Up,1.26303802232996,0.0231536486829528
1464,Vegfd,Vis,Kidney,Distal_Conv_Epi,Up,1.24194847640522,0.0255701180903768
1465,Cd24a,Vis,Kidney,Distal_Conv_Epi,Up,1.07331676257699,0.037926904842453
1466,Fgf1,Vis,Kidney,Distal_Conv_Epi,Up,1.1211520605835,0.0416844745013512
1467,Aebp1,Vis,Kidney,Distal_Conv_Epi,Up,0.991555686715547,0.0429739302120355
1468,C3,Vis,,,Up,8.9947204610738,0.0303104910543347
1469,Akr1c18,Vis,,,Down,-3.11055490756737,0.0021906861824333
1470,Bgn,Vis,,,Up,1.47771384816686,0.0052967941985165
1471,Apoe,Vis,,,Up,1.32735675296502,0.0105662549997781
1472,Aqp2,Vis,Kidney,Fibroblast,Up,1.89213421246488,0.0004538853933527
1473,Tkt,Vis,Kidney,Fibroblast,Down,-1.49051118443438,0.0014515798982882
1474,Scd1,Vis,Kidney,Fibroblast,Down,-2.15131966821297,0.0024369298721122
1475,Cfh,Vis,Kidney,Fibroblast,Up,1.97819038142703,0.0063071155292624
1476,Atp1a1,Vis,Kidney,Fibroblast,Up,1.08052062395325,0.008063748828554
1477,Dbi,Vis,Kidney,Fibroblast,Down,-1.04073590921198,0.0090271058387871
1478,Fabp4,Vis,Kidney,Fibroblast,Down,-2.11217707823129,0.011971355365427
1479,Car3,Vis,Kidney,Fibroblast,Down,-2.35305686176999,0.0251982366423898
1480,Fmc1,Vis,Kidney,Fibroblast,Down,-1.22221137232993,0.0277124746808786
1481,Hba-a2,Vis,Kidney,Fibroblast,Down,-2.84991121922959,0.0394079305152083
1482,Hba-a1,Vis,Kidney,Fibroblast,Down,-2.41527428234217,0.0406854495223503
1483,Cox6b1,Vis,Kidney,Messangial_cells,Down,-0.872789041006471,0.0215848078396059
1484,Sypl,ST,Spleen,Bcell,Up,-0.739577981897474,0.0021514407976882
1485,Ighg2b,ST,Spleen,Bcell,Up,-1.9760925207691,0.0032219751197298
1486,Macf1,ST,Spleen,Bcell,Down,0.674043354772773,0.0261969269712451
1487,Mzb1,ST,Spleen,Erythroblast,Up,-1.86133107363155,0.0001205739797667
1488,Jchain,ST,Spleen,Erythroblast,Up,-2.63916701384101,0.0003313653752426
1489,Herpud1,ST,Spleen,Erythroblast,Up,-1.40666431912138,0.0008121498068954
1490,Irf4,ST,Spleen,Erythroblast,Up,-1.68571124810318,0.0019680706704782
1491,Edem1,ST,Spleen,Erythroblast,Up,-1.39491807065918,0.0026501075120369
1492,Hsp90b1,ST,Spleen,Erythroblast,Up,-1.11684300321133,0.0102820774869353
1493,Xbp1,ST,Spleen,Erythroblast,Up,-1.38134749012661,0.0172613857510856
1494,Ighg2b,ST,Spleen,Erythroblast,Up,-1.79676178902703,0.0327005309609452
1495,Trp53inp1,ST,Spleen,Erythroblast,Up,-1.11258609106836,0.0336166954811226
1496,Ighm,ST,Spleen,Erythroblast,Up,-2.01024313707646,0.04937142741856
1497,Jchain,ST,Spleen,Macrophage,Up,-2.15871866389935,2.86172142889563e-06
1498,Ighg3,ST,Spleen,Macrophage,Up,-1.98090200320931,1.2724885709055e-05
1499,Mzb1,ST,Spleen,Macrophage,Up,-1.40821027403832,2.25187632461556e-05
1500,Spcs1,ST,Spleen,Macrophage,Up,-1.21660875938054,3.00961582148792e-05
1501,Ighg2b,ST,Spleen,Macrophage,Up,-2.82247562300569,4.11998823043818e-05
1502,Hsp90b1,ST,Spleen,Macrophage,Up,-0.99842717767026,0.0016443321802392
1503,Edem1,ST,Spleen,Macrophage,Up,-1.18066735280751,0.0019823877529097
1504,Manf,ST,Spleen,Macrophage,Up,-1.02427258992021,0.0019823877529097
1505,Irf4,ST,Spleen,Macrophage,Up,-0.90210081319135,0.0071407106368709
1506,Trp53inp1,ST,Spleen,Macrophage,Up,-0.913402836086796,0.0072566788846967
1507,Xbp1,ST,Spleen,Macrophage,Up,-1.09637760284319,0.0123425110278069
1508,Ighm,ST,Spleen,Macrophage,Up,-1.42167342130014,0.0176624793632508
1509,Herpud1,ST,Spleen,Macrophage,Up,-1.01870917330113,0.0243325019901156
1510,S100a9,ST,Spleen,Macrophage,Up,-1.50639041649675,0.025999398125743
1511,Slpi,ST,Spleen,Macrophage,Up,-1.98765465186817,0.0344375555833831
1512,Ssr3,ST,Spleen,Macrophage,Up,-0.707731561186479,0.0350120048552411
1513,Serp1,ST,Spleen,Macrophage,Up,-0.724242187056158,0.0387934962304418
1514,Zbtb38,ST,Spleen,Macrophage,Up,-0.828157075484315,0.0441879110844831
1515,Ighg2b,Vis,Spleen,Bcell,Up,-1.45595219952863,1.50850900305395e-05
1516,Sypl,Vis,Spleen,Bcell,Up,-0.494538591001591,0.0207904945260567
1517,Macf1,Vis,Spleen,Bcell,Down,0.497947237064874,0.0302834524120287
1518,Jchain,Vis,Spleen,Erythroblast,Up,-1.75302467167712,1.56858884498391e-10
1519,Ighm,Vis,Spleen,Erythroblast,Up,-2.03534550470917,2.28586272232411e-08
1520,Edem1,Vis,Spleen,Erythroblast,Up,-1.45294289290456,2.18881546176669e-05
1521,Xbp1,Vis,Spleen,Erythroblast,Up,-1.31747417935786,2.33319159805325e-05
1522,Mzb1,Vis,Spleen,Erythroblast,Up,-1.11547950872465,0.0007199748490526
1523,Irf4,Vis,Spleen,Erythroblast,Up,-1.73087671777694,0.0010485327834143
1524,Trp53inp1,Vis,Spleen,Erythroblast,Up,-1.29110533385341,0.0027233307552715
1525,Ighg2b,Vis,Spleen,Erythroblast,Up,-1.98629403852057,0.0028254922247036
1526,Herpud1,Vis,Spleen,Erythroblast,Up,-1.0185002931585,0.0047339661757107
1527,Hsp90b1,Vis,Spleen,Erythroblast,Up,-0.892591434740388,0.0204390748450845
1528,Edem1,Vis,Spleen,Macrophage,Up,-1.56812542922312,4.6612917446924403e-23
1529,Xbp1,Vis,Spleen,Macrophage,Up,-1.31414699713001,8.34824554975251e-20
1530,Herpud1,Vis,Spleen,Macrophage,Up,-1.35464751024668,9.38608779787797e-19
1531,Irf4,Vis,Spleen,Macrophage,Up,-1.59628188911459,2.43564311815257e-17
1532,Hsp90b1,Vis,Spleen,Macrophage,Up,-1.19054034202146,7.261113371145519e-16
1533,Mzb1,Vis,Spleen,Macrophage,Up,-1.41899131296592,3.5351250740216504e-15
1534,Trp53inp1,Vis,Spleen,Macrophage,Up,-1.28885671908646,7.10855376625798e-13
1535,Ighm,Vis,Spleen,Macrophage,Up,-1.89695952797547,6.24484123058889e-11
1536,S100a9,Vis,Spleen,Macrophage,Up,-2.39018845843367,2.16545011200873e-10
1537,Ighg2b,Vis,Spleen,Macrophage,Up,-2.40563974216869,2.11718236161805e-07
1538,Jchain,Vis,Spleen,Macrophage,Up,-1.22176256805438,2.28474741697423e-06
1539,Slpi,Vis,Spleen,Macrophage,Up,-1.47270437393461,0.0002023045574283
1540,Serp1,Vis,Spleen,Macrophage,Up,-0.573126951450568,0.0030030644031817
1541,Manf,Vis,Spleen,Macrophage,Up,-0.946804780012614,0.0056311263790734
1542,Spcs1,Vis,Spleen,Macrophage,Up,-0.598208087097106,0.0063209322993759
1543,Ighg3,Vis,Spleen,Macrophage,Up,-1.74393777640174,0.0198595566713829
1544,Zbtb38,Vis,Spleen,Macrophage,Up,-0.735897840695962,0.0220372542347174
1545,Ssr3,Vis,Spleen,Macrophage,Up,-0.550957050363671,0.0286653156197991
