,LR pairs,tech,organ,regulate,logFC,FDR
365,Fgf2-Sdc4,STomics,Brain,Up,0.585201241,0.027338335
366,Tnc-Egfr,STomics,Brain,Down,-1.443153141,0.028900733
367,Igf2-Igf1r,STomics,Brain,Up,0.60119251,0.029649767
368,Sult1a1-Ppara,STomics,Brain,Up,0.863534612,0.030912427
369,Dagla-Cnr2,STomics,Brain,Up,1.46969433,0.030912427
370,Ly86-Cd180,STomics,Brain,Up,0.810238766,0.030912427
371,Tgfb3-Tgfbr3,STomics,Brain,Up,0.651862209,0.030912427
372,C3-Cd55,STomics,Brain,Up,1.140173617,0.031235266
373,Fgf21-Fgfr1,STomics,Brain,Up,1.296420094,0.03186743
374,Jam3-Itga4,STomics,Brain,Down,-0.559834442,0.033284146
375,Dll3-Notch1,STomics,Brain,Down,-0.799979637,0.033284146
376,Sema5b-Plxna3,STomics,Brain,Down,-0.552508819,0.033642408
377,Hmgb1-Cxcr4,STomics,Brain,Down,-0.908620582,0.033642408
378,Mif-Cxcr4,STomics,Brain,Down,-0.945731539,0.034379671
379,Bmp6-Acvr2a,STomics,Brain,Up,0.627848537,0.034509047
380,Lgals3-Itgb3,STomics,Brain,Up,1.205305991,0.038700875
381,Fgf21-Fgfr2,STomics,Brain,Up,1.247477148,0.038700875
382,Tnc-Itga9,STomics,Brain,Down,-1.14464204,0.03882472
383,Vwf-Itgav,STomics,Brain,Up,0.550509343,0.039799906
384,Reln-Itga3,STomics,Brain,Down,-0.518338384,0.039799906
385,Comp-Notch1,STomics,Brain,Down,-1.337797821,0.040003774
386,Il2-Ngfr,STomics,Brain,Down,-1.259729102,0.040486902
387,Ptges-Ptger4,STomics,Brain,Up,0.925041978,0.040486902
388,Bmp5-Bmpr1a,STomics,Brain,Up,0.617147795,0.04113212
389,Bmp6-Bmpr2,STomics,Brain,Up,0.512158699,0.041578883
390,Daglb-Cnr2,STomics,Brain,Up,1.61499854,0.042841523
391,Wnt3-Sfrp2,STomics,Brain,Down,-1.513457744,0.042841523
392,Lpl-Sdc1,STomics,Brain,Up,0.768217699,0.042841523
393,C1ql2-Adgrb3,STomics,Brain,Down,-0.74858305,0.042841523
394,Efna1-Epha2,STomics,Brain,Down,-1.130177134,0.042841523
395,Tnc-Itgb1,STomics,Brain,Down,-1.233915046,0.043559151
396,Col4a3-Cd47,STomics,Brain,Up,0.984338724,0.043794327
397,Fgf20-Fgfr3,STomics,Brain,Down,-1.428762221,0.045588257
398,Thbs1-Itga1,STomics,Brain,Up,1.461431145,0.047841746
399,Spp1-Itga8,STomics,Brain,Up,0.54114723,0.04964994
400,Wnt1-Fzd2,STomics,Brain,Up,1.262262398,0.049980769
401,Efnb3-Ephb4,Visium,Heart,Down,-1.058879535,6.59805817540502e-06
402,Col3a1-Ddr1,Visium,Heart,Down,-1.009664929,6.59805817540502e-06
403,F13a1-Itga9,Visium,Heart,Up,1.151738503,9.22023026505143e-06
404,Wnt5a-Sfrp5,Visium,Heart,Down,-2.645387361,9.22023026505143e-06
405,Cfh-Itgam,Visium,Heart,Up,1.283824027,9.22023026505143e-06
406,Gja3-Gja1,Visium,Heart,Down,-1.114778089,1.83738152865909e-05
407,Wnt11-Sfrp5,Visium,Heart,Down,-2.83092449,2.60629006975109e-05
408,C3-Itgam,Visium,Heart,Up,1.239333634,2.60629006975109e-05
409,Itgb2-Icam1,Visium,Heart,Up,1.658529609,3.87663188937687e-05
410,Icam1-Itgb2,Visium,Heart,Up,1.658529609,3.87663188937687e-05
411,Edn3-Ednra,Visium,Heart,Up,2.756808045,4.8499126738373e-05
412,Edn3-Ednrb,Visium,Heart,Up,2.685056383,6.67642161243045e-05
413,Psap-Gpr37l1,Visium,Heart,Down,-1.340101796,8.1711840858696e-05
414,Efnb3-Epha4,Visium,Heart,Down,-1.380066171,0.000126997
415,Dpep1-Cysltr1,Visium,Heart,Up,1.30865704,0.000126997
416,Gja3-Gjc1,Visium,Heart,Down,-1.174763887,0.000131193
417,Itgav-Thy1,Visium,Heart,Up,0.969997257,0.000138524
418,Efnb3-Ephb3,Visium,Heart,Down,-1.208042823,0.000164937
419,Lamb3-Dag1,Visium,Heart,Down,-0.805273284,0.000169412
420,Ccl8-Ccr2,Visium,Heart,Up,2.048968236,0.000169412
421,Gja3-Gja5,Visium,Heart,Down,-1.40892861,0.000169412
422,C3-C3ar1,Visium,Heart,Up,1.182278824,0.00017556
423,C3-Itgax,Visium,Heart,Up,2.582658467,0.00017556
424,Tgfb1-Itgb6,Visium,Heart,Down,-1.092749101,0.000220711
425,Efnb3-Ephb1,Visium,Heart,Down,-1.589827287,0.00027169
426,Gnai2-C5ar1,Visium,Heart,Up,0.91776987,0.000324418
427,Nrtn-Gfra2,Visium,Heart,Down,-1.693433761,0.000363903
428,Bsg-Itgb2,Visium,Heart,Up,0.697048148,0.000380478
429,C3-Itgb2,Visium,Heart,Up,1.295327479,0.000385121
430,Vtn-Itgb6,Visium,Heart,Down,-1.238120228,0.000468027
431,Serpine1-Lrp1,Visium,Heart,Up,1.083122945,0.000535446
432,Mcam-Mcam,Visium,Heart,Up,1.030548962,0.000535446
433,Itgb2-Thy1,Visium,Heart,Up,1.116777987,0.000565967
434,Ntn1-Mcam,Visium,Heart,Up,0.633159526,0.000903528
435,Gja3-Gja3,Visium,Heart,Down,-1.622506652,0.000914709
436,Col3a1-Ddr2,Visium,Heart,Down,-0.753963648,0.000914709
437,Mfge8-Itgav,Visium,Heart,Up,0.556827531,0.000914709
438,Tgm2-Adgrg1,Visium,Heart,Up,0.613284027,0.000914709
439,F13a1-Itgb1,Visium,Heart,Up,0.650292618,0.000914709
440,Cntn2-Cntn2,Visium,Heart,Down,-1.577669957,0.000914709
441,Tln1-Itgb2,Visium,Heart,Up,0.703553333,0.000973148
442,Col6a1-Sdc4,Visium,Heart,Down,-0.653078405,0.001020794
443,Ccl6-Ccr2,Visium,Heart,Up,1.536884413,0.001201151
444,Gnas-Gcgr,Visium,Heart,Down,-2.417697973,0.001201268
445,Fgf12-Fgfr1,Visium,Heart,Down,-0.879660349,0.001209217
446,Nrxn2-Dag1,Visium,Heart,Up,0.699273908,0.001209217
447,Gjc1-Gja1,Visium,Heart,Down,-0.718021589,0.001287314
448,Jag1-Vasn,Visium,Heart,Up,1.290695872,0.001428033
449,Cytl1-Ccr2,Visium,Heart,Up,1.859184555,0.001910025
450,Sema7a-Itga1,Visium,Heart,Up,0.632410401,0.002357753
451,Fn1-Itgb6,Visium,Heart,Down,-1.171445307,0.002445868
452,Gnas-Adrb2,Visium,Heart,Down,-0.624189131,0.002445868
453,Ptn-Sdc2,Visium,Heart,Down,-0.915099663,0.00258565
454,Efna1-Epha4,Visium,Heart,Down,-0.781552159,0.002757319
455,Nrtn-Sdc3,Visium,Heart,Down,-0.564451992,0.002950476
456,Clstn1-Nrxn2,Visium,Heart,Up,0.852085472,0.003488069
457,Cbr1-Ptgfr,Visium,Heart,Down,-0.715198859,0.003599524
458,Hspa8-Aqp2,Visium,Heart,Down,-1.324879846,0.003704493
459,Vwf-Itgav,Visium,Heart,Up,0.651643944,0.003856051
460,Ptn-Plxnb2,Visium,Heart,Down,-0.826545716,0.003925497
461,Ptn-Sdc1,Visium,Heart,Down,-1.227723446,0.003993485
462,Col1a1-Ddr1,Visium,Heart,Down,-0.701234054,0.004662758
463,Calm1-Scn10a,Visium,Heart,Down,-0.758263982,0.004680817
464,Gja5-Gja5,Visium,Heart,Down,-1.033849903,0.004680817
465,Mpzl1-Mpzl1,Visium,Heart,Down,-0.957462384,0.004680817
466,Bgn-Tlr2,Visium,Heart,Up,0.806844579,0.004680817
467,C4b-Cd46,Visium,Heart,Up,1.566867366,0.004680817
468,Mdk-Sdc4,Visium,Heart,Down,-1.105389433,0.004680817
469,Ptn-Ncl,Visium,Heart,Down,-0.708206328,0.004680817
470,Lamb3-Sv2a,Visium,Heart,Down,-1.528130409,0.004839673
471,Cp-Slc40a1,Visium,Heart,Up,0.714221962,0.004940375
472,Calr-Scarf1,Visium,Heart,Down,-0.501641708,0.004940375
473,Jag1-Notch2,Visium,Heart,Up,1.280566451,0.004940375
474,Icam1-Itgav,Visium,Heart,Up,0.925055248,0.005171832
475,S100a1-Ryr1,Visium,Heart,Up,2.371830477,0.005171832
476,Cd248-Il6ra,Visium,Heart,Up,1.274920381,0.005171832
477,Mdk-Lrp6,Visium,Heart,Down,-0.849260139,0.005406735
478,Calm3-Scn10a,Visium,Heart,Down,-0.808570225,0.005693514
479,Ptn-Sdc4,Visium,Heart,Down,-1.264233495,0.00571812
480,Lama2-Sv2a,Visium,Heart,Down,-0.8154161,0.005939627
481,Col8a1-Itga1,Visium,Heart,Up,0.717136517,0.005939627
482,Ybx1-Notch1,Visium,Heart,Down,-0.706873941,0.005939627
483,Ngf-Sorcs2,Visium,Heart,Down,-1.236213944,0.006016872
484,Col18a1-Itga5,Visium,Heart,Up,1.119482051,0.00606741
485,Gnai2-Lpar3,Visium,Heart,Down,-1.488204696,0.006380605
486,Timp1-Itgb1,Visium,Heart,Up,0.578501625,0.00661347
487,F8-Lrp1,Visium,Heart,Down,-1.421996024,0.006885171
488,Hsp90b1-Lrp6,Visium,Heart,Down,-0.57483104,0.00714067
489,Nrtn-Gfra3,Visium,Heart,Down,-1.311848821,0.007153366
490,Ctf1-Il6st,Visium,Heart,Down,-0.7617313,0.007153366
491,C3-Nrp1,Visium,Heart,Up,0.643660987,0.007153366
492,Wnt9a-Frzb,Visium,Heart,Up,1.25777468,0.007153366
493,Cxadr-Cxadr,Visium,Heart,Down,-0.680829693,0.007165243
494,Fgf12-Fgfr3,Visium,Heart,Down,-1.538947255,0.007317319
495,Fn1-Cd79a,Visium,Heart,Down,-1.50209399,0.007348755
496,Gja1-Gja1,Visium,Heart,Down,-0.598804324,0.007384874
497,Cx3cl1-Itgav,Visium,Heart,Up,0.634667783,0.007425188
498,Vcam1-Itgb2,Visium,Heart,Up,0.854491799,0.007557151
499,Col6a2-Sdc4,Visium,Heart,Down,-0.575530147,0.007557151
500,Col1a1-Sdc1,Visium,Heart,Down,-0.76368204,0.007557151
501,Dcn-Tlr2,Visium,Heart,Up,0.571258116,0.008650262
502,Selenop-Lrp8,Visium,Heart,Up,1.216893462,0.008688444
503,C3-C5ar2,Visium,Heart,Up,1.284549841,0.009077406
504,Col6a1-Sdc1,Visium,Heart,Down,-0.630406214,0.009566511
505,Col6a6-Sdc4,Visium,Heart,Down,-1.202018462,0.009566511
506,Fgf2-Lyve1,Visium,Heart,Up,0.889591583,0.009589657
507,App-Lrp8,Visium,Heart,Up,1.786367319,0.009624523
508,Inha-Tgfbr3,Visium,Heart,Down,-0.826071371,0.009624523
509,Calm1-Kcnq1,Visium,Heart,Down,-0.549302919,0.009666383
510,Vcam1-Itga9,Visium,Heart,Up,0.60616701,0.009666383
511,Clu-Lrp2,Visium,Heart,Down,-1.505615017,0.009700694
512,Adam15-Itga9,Visium,Heart,Up,0.494979552,0.010226415
513,Lamc3-Dag1,Visium,Heart,Up,0.92508919,0.010226415
514,Plau-Lrp1,Visium,Heart,Up,1.042418768,0.01061773
515,Gnai2-Drd2,Visium,Heart,Down,-0.933847231,0.010913658
516,Col3a1-Adgrg1,Visium,Heart,Down,-0.486141033,0.010913658
517,Ccl19-Ccrl2,Visium,Heart,Down,-1.080564406,0.010913658
518,C4b-C5ar2,Visium,Heart,Up,1.742257593,0.010913658
519,Mdk-Sdc1,Visium,Heart,Down,-1.011139278,0.010972534
520,Bsg-Spn,Visium,Heart,Up,1.178481976,0.011848484
521,Ntn1-Unc5a,Visium,Heart,Up,0.825040337,0.011848484
522,Lefty1-Acvr1,Visium,Heart,Down,-1.143517369,0.01210568
523,Vegfb-Nrp1,Visium,Heart,Down,-0.541334998,0.012138943
524,Lgals3-Itgb1,Visium,Heart,Up,0.650928317,0.012138943
525,Ptdss1-Jmjd6,Visium,Heart,Down,-0.559766969,0.012138943
526,Gja1-Gja5,Visium,Heart,Down,-0.721507634,0.012138943
527,Rtn3-Rtn4r,Visium,Heart,Down,-0.545955753,0.012138943
528,Rgma-Neo1,Visium,Heart,Down,-0.575831338,0.012138943
529,Calm2-Scn10a,Visium,Heart,Down,-0.668386381,0.012166426
530,Sema3c-Nrp2,Visium,Heart,Up,0.865600817,0.01248904
531,Efemp1-Egfr,Visium,Heart,Up,1.193902414,0.01248904
532,S100b-Fgfr1,Visium,Heart,Down,-1.105392942,0.012937833
533,Lamb1-Sv2a,Visium,Heart,Down,-0.776536297,0.013000666
534,Col4a5-Sdc4,Visium,Heart,Down,-0.604509856,0.013000666
535,Vegfa-Itgav,Visium,Heart,Up,0.601451229,0.013000666
536,Sema3g-Nrp2,Visium,Heart,Up,0.936640132,0.013000666
537,Icam1-Itgam,Visium,Heart,Up,1.285533065,0.013000666
538,Icam2-Itgb2,Visium,Heart,Up,0.560720804,0.013000666
539,Itgb2-Icam2,Visium,Heart,Up,0.560720804,0.013000666
540,Adam10-Gpnmb,Visium,Heart,Up,0.857925565,0.013233938
541,Selplg-Vsir,Visium,Heart,Up,0.658086297,0.013762897
542,Ptn-Ptprs,Visium,Heart,Down,-0.894635821,0.013789688
543,Pf4-Procr,Visium,Heart,Down,-1.174084914,0.013944253
544,Afdn-Ephb6,Visium,Heart,Down,-1.057702121,0.013944253
545,Mdk-Lrp1,Visium,Heart,Down,-0.834039795,0.014340664
546,Pros1-Axl,Visium,Heart,Up,0.483119373,0.015272755
547,Clu-Lrp8,Visium,Heart,Up,1.411841076,0.015323911
548,Icam1-Ahr,Visium,Heart,Up,0.853380858,0.015323911
549,Fadd-Tradd,Visium,Heart,Down,-0.801667169,0.015397868
550,Bmp2-Bmpr1a,Visium,Heart,Down,-0.976064292,0.015397868
551,S100a9-Tlr4,Visium,Heart,Up,1.105755911,0.015397868
552,Sult1a1-Ppard,Visium,Heart,Up,0.718332466,0.015397868
553,C1qb-Cd33,Visium,Heart,Up,0.782015184,0.015637419
554,Hbegf-Erbb2,Visium,Heart,Down,-0.756548832,0.015973554
555,Plau-Mrc2,Visium,Heart,Up,1.094779882,0.017472288
556,Col1a2-Sdc4,Visium,Heart,Down,-0.658565521,0.017472288
557,C3-Cd55,Visium,Heart,Up,0.629605619,0.018619393
558,Thy1-Adgre5,Visium,Heart,Up,0.472534329,0.018619393
559,Mdk-Itgb1,Visium,Heart,Down,-0.596819946,0.018619393
560,Sema3f-Nrp1,Visium,Heart,Up,0.704317429,0.018678489
561,Col1a1-Sdc4,Visium,Heart,Down,-0.609757055,0.018730522
562,Vegfc-Kdr,Visium,Heart,Down,-0.525942887,0.019390187
563,Sost-Lrp6,Visium,Heart,Up,1.938676907,0.019390187
564,Apod-Lepr,Visium,Heart,Up,1.2789087,0.019435496
565,Wnt9a-Sfrp1,Visium,Heart,Up,1.030605479,0.019435496
566,Igfbp3-Tmem219,Visium,Heart,Down,-0.557793724,0.019465877
567,L1cam-Itga5,Visium,Heart,Up,0.808607785,0.019717353
568,Cxcl12-Itgav,Visium,Heart,Up,0.574830577,0.019717353
569,Mrc1-Ptprc,Visium,Heart,Up,0.896522457,0.019717353
570,Ptprc-Mrc1,Visium,Heart,Up,0.896522457,0.019717353
571,Egf-Erbb2,Visium,Heart,Down,-1.026658266,0.019894978
572,Tnfsf9-Tmem126a,Visium,Heart,Down,-1.27764922,0.020085676
573,Cst3-Lrp2,Visium,Heart,Down,-1.40506606,0.020578096
574,Sema3f-Nrp2,Visium,Heart,Up,0.830104462,0.021418566
575,Igf1-Igf1r,Visium,Heart,Down,-0.581526438,0.021418566
576,Rgmb-Neo1,Visium,Heart,Down,-0.505033826,0.021418566
577,Mdk-Sdc3,Visium,Heart,Down,-0.801496358,0.021418566
578,Bmp2-Rgmb,Visium,Heart,Down,-1.073833551,0.021418566
579,L1cam-Itgav,Visium,Heart,Up,1.096727142,0.021418566
580,Dsc2-Dsg2,Visium,Heart,Down,-0.671434849,0.021936928
581,Vegfa-Nrp2,Visium,Heart,Up,0.599380408,0.02235937
582,Lama4-Sv2a,Visium,Heart,Down,-0.820821843,0.02235937
583,Pgf-Nrp2,Visium,Heart,Up,0.957488881,0.02235937
584,Lgals3bp-Itgb1,Visium,Heart,Up,0.408465289,0.02235937
585,Lgals3-Mertk,Visium,Heart,Up,0.910671667,0.02240135
586,C1qa-Cd33,Visium,Heart,Up,0.622377444,0.022635836
587,Col6a6-Cd44,Visium,Heart,Down,-0.959054874,0.023226387
588,Efna2-Epha4,Visium,Heart,Down,-1.015509716,0.023628624
589,S100a4-Egfr,Visium,Heart,Up,0.911140178,0.023993857
590,Lgi4-Adam11,Visium,Heart,Down,-1.071859011,0.024312149
591,Gjc1-Gjc1,Visium,Heart,Down,-0.646740332,0.024312149
592,Plau-Igf2r,Visium,Heart,Up,1.046348305,0.024572112
593,Wnt5b-Fzd2,Visium,Heart,Down,-0.930567305,0.025758603
594,Lcn2-Slc22a17,Visium,Heart,Up,0.993973355,0.025989496
595,App-Notch2,Visium,Heart,Up,0.536983752,0.026801494
596,Pltp-Abca1,Visium,Heart,Up,0.49897246,0.027500122
597,Gjc1-Gja5,Visium,Heart,Down,-0.896030608,0.030454523
598,Vegfa-Gpc1,Visium,Heart,Up,0.510720344,0.030660773
599,Rtn4-Tnfrsf19,Visium,Heart,Down,-0.925003671,0.031170297
600,Apln-Aplnr,Visium,Heart,Down,-0.621733562,0.031579285
601,Vegfc-Itgb1,Visium,Heart,Down,-0.463046464,0.031620826
602,Bmp5-Bmpr1a,Visium,Heart,Down,-0.882342925,0.032622117
603,Wnt5b-Lrp6,Visium,Heart,Down,-0.760923457,0.0326642
604,Jag1-Notch3,Visium,Heart,Up,0.672976585,0.033065441
605,Serpinf1-Plxdc1,Visium,Heart,Down,-0.764265245,0.033450437
606,Col6a3-Sdc4,Visium,Heart,Down,-0.516776076,0.033450437
607,Bgn-Tlr4,Visium,Heart,Up,0.673004335,0.033602869
608,Lama2-Itgb4,Visium,Heart,Down,-0.783853542,0.034030568
609,Lrpap1-Lrp2,Visium,Heart,Down,-1.384728161,0.034432895
610,Col18a1-Itgb5,Visium,Heart,Up,0.825575503,0.034432895
611,Nppb-Npr3,Visium,Heart,Up,0.592376296,0.034727761
612,Efnb1-Epha2,Visium,Heart,Up,0.646867293,0.035093186
613,Nectin2-Nectin3,Visium,Heart,Down,-0.608456768,0.035419569
614,Nectin3-Nectin2,Visium,Heart,Down,-0.608456768,0.035419569
615,Efnb2-Ephb6,Visium,Heart,Down,-1.000046922,0.036143304
616,Thbs4-Notch1,Visium,Heart,Down,-0.598366496,0.036143304
617,Col18a1-Itgb1,Visium,Heart,Up,0.752295418,0.036143304
618,Adam17-Itgb6,Visium,Heart,Down,-0.791158387,0.036143304
619,Ccl5-Sdc4,Visium,Heart,Up,0.700557162,0.036143371
620,Calr-Itga3,Visium,Heart,Down,-0.451264896,0.037556111
621,Lrfn4-Ptprd,Visium,Heart,Down,-0.85619001,0.037678056
622,Pgf-Flt1,Visium,Heart,Up,0.722189131,0.038267221
623,Thbs4-Sdc4,Visium,Heart,Down,-0.837441501,0.03967386
624,Mdk-Sdc2,Visium,Heart,Down,-0.651912432,0.039901751
625,Lamb2-Sv2a,Visium,Heart,Down,-0.551766202,0.040013755
626,Wnt9a-Fzd4,Visium,Heart,Up,0.604858342,0.040013755
627,Inha-Acvr2a,Visium,Heart,Down,-0.966691732,0.040013755
628,Vwf-Itgb3,Visium,Heart,Up,0.698662314,0.040357936
629,Hspa1b-Lrp1,Visium,Heart,Down,-0.561477832,0.040374505
630,Ptn-Sdc3,Visium,Heart,Down,-0.869282801,0.040887459
631,Icam2-Itgam,Visium,Heart,Up,0.633693436,0.041038391
632,Ahsg-Insr,Visium,Heart,Up,1.088603515,0.041038391
633,Mmrn2-Cd248,Visium,Heart,Up,0.441818169,0.041649835
634,Sema3b-Nrp2,Visium,Heart,Up,0.542500596,0.043363961
635,Pdgfa-Pdgfrb,Visium,Heart,Down,-0.480211864,0.043363961
636,C3-Lrp1,Visium,Heart,Up,0.428667094,0.043465412
637,Vegfa-Npr1,Visium,Heart,Up,0.428940038,0.043871803
638,Adam15-Itgav,Visium,Heart,Up,0.420776052,0.044016801
639,Bmp2-Tgfbr3,Visium,Heart,Down,-0.658771623,0.044016801
640,Hmgb1-Itgam,Visium,Heart,Up,0.597727027,0.044016801
641,Pdgfd-Pdgfra,Visium,Heart,Up,0.596618848,0.044016801
642,Col3a1-Itgb1,Visium,Heart,Down,-0.397342989,0.044123736
643,Egf-Nrp1,Visium,Heart,Down,-0.806556651,0.045026741
644,Sema7a-Itgb1,Visium,Heart,Up,0.441771961,0.045628466
645,Selenop-Lrp8,STomics,Heart,Up,1.746181582,1.17421443286637e-06
646,C4b-C5ar2,STomics,Heart,Up,1.610608779,1.17421443286637e-06
647,Icam1-Itgb2,STomics,Heart,Up,1.267569214,1.17421443286637e-06
648,Itgb2-Icam1,STomics,Heart,Up,1.267569214,1.17421443286637e-06
649,Col3a1-Ddr1,STomics,Heart,Down,-0.955623639,1.28566321512816e-06
650,C3-Nrp1,STomics,Heart,Up,0.717929058,1.47962086849004e-06
651,Gjc1-Gja1,STomics,Heart,Down,-0.859795894,1.53767960308196e-06
652,Fn1-Itgb6,STomics,Heart,Down,-1.219292014,1.53767960308196e-06
653,Col3a1-Ddr2,STomics,Heart,Down,-0.806891117,3.14397247957958e-06
654,S100a9-Tlr4,STomics,Heart,Up,1.820646973,6.25960133971026e-06
655,App-Lrp8,STomics,Heart,Up,1.504388905,6.25960133971026e-06
656,Wnt5a-Wif1,STomics,Heart,Down,-1.582576766,6.70495378673261e-06
657,Bsg-Spn,STomics,Heart,Up,1.155425247,7.01040230166744e-06
658,C3-Itgb2,STomics,Heart,Up,1.197381609,7.26386713415352e-06
659,S100a8-Tlr4,STomics,Heart,Up,1.819313706,8.30177126113518e-06
660,Edn3-Ednrb,STomics,Heart,Up,2.680925611,1.15444657501562e-05
661,Cdh4-Cdh4,STomics,Heart,Up,2.827193916,1.15444657501562e-05
662,Lrpap1-Lrp8,STomics,Heart,Up,1.599412498,1.15444657501562e-05
663,Egf-Erbb4,STomics,Heart,Down,-1.317996529,1.25184523972188e-05
664,Gja3-Gja1,STomics,Heart,Down,-1.092621605,1.29383484887425e-05
665,C3-C3ar1,STomics,Heart,Up,1.184948059,1.34827962879743e-05
666,Icam1-Itgal,STomics,Heart,Up,1.953300808,1.41887513817947e-05
667,Wnt9b-Sfrp5,STomics,Heart,Down,-2.228366887,1.49265936841917e-05
668,Dpep1-Cysltr1,STomics,Heart,Up,1.33445726,1.49265936841917e-05
669,Vtn-Itgb6,STomics,Heart,Down,-0.899032631,1.55388707944979e-05
670,Vwf-Itga4,STomics,Heart,Up,0.971236606,2.15789124420283e-05
671,Col1a1-Ddr1,STomics,Heart,Down,-0.602866511,2.39677559423925e-05
672,C4b-Cd46,STomics,Heart,Up,1.449029552,2.73127303039056e-05
673,Pgf-Nrp1,STomics,Heart,Up,0.783981195,2.85405224374301e-05
674,Ccl5-Ackr2,STomics,Heart,Up,2.0329158,2.85405224374301e-05
675,Ace-Bdkrb2,STomics,Heart,Up,1.919186047,2.94606589525597e-05
676,Efna1-Epha4,STomics,Heart,Down,-0.663398789,3.19495718590728e-05
677,C3-Lrp1,STomics,Heart,Up,0.590115212,3.28817518380076e-05
678,Timp1-Itgb1,STomics,Heart,Up,0.777614677,3.43599469336867e-05
679,Itgb2-Icam2,STomics,Heart,Up,0.625996715,3.50266768021622e-05
680,Icam2-Itgb2,STomics,Heart,Up,0.625996715,3.50266768021622e-05
681,C3-Cd46,STomics,Heart,Up,0.804089026,3.50266768021622e-05
682,Spon1-Lrp8,STomics,Heart,Up,1.721864362,3.50266768021622e-05
683,Sult1a1-Pparg,STomics,Heart,Up,0.928168185,4.18903822465449e-05
684,Col1a1-Itga5,STomics,Heart,Down,-0.716629021,5.19493007460242e-05
685,C3-Itgam,STomics,Heart,Up,1.201976063,5.9494662168044e-05
686,Apoe-Lrp8,STomics,Heart,Up,1.519838793,5.95953166321612e-05
687,Gnai2-Fpr1,STomics,Heart,Up,2.256526364,6.46611840312171e-05
688,Icam1-Itgam,STomics,Heart,Up,1.389654798,7.34709441652481e-05
689,Gja1-Gja5,STomics,Heart,Down,-0.913649704,7.34709441652481e-05
690,Adam15-Itgb3,STomics,Heart,Up,0.806908444,7.34709441652481e-05
691,Itgb2-Cd226,STomics,Heart,Up,1.634501924,7.34709441652481e-05
692,Pgf-Flt1,STomics,Heart,Up,0.719173406,7.72699004007853e-05
693,Ccl8-Ackr4,STomics,Heart,Up,1.711598591,9.41073219360338e-05
694,Rgmb-Neo1,STomics,Heart,Down,-0.548110389,0.000125873
695,Cd14-Tlr2,STomics,Heart,Up,1.129450702,0.000125873
696,Lgals9-Ighm,STomics,Heart,Up,2.673001508,0.000125873
697,Col3a1-Itgb1,STomics,Heart,Down,-0.490758129,0.000131256
698,Rspo1-Lgr6,STomics,Heart,Down,-0.957503312,0.000131852
699,S100a8-Ly96,STomics,Heart,Up,1.645860889,0.000137375
700,Adam17-Itgb6,STomics,Heart,Down,-0.926954332,0.000140434
701,Itgb2-Thy1,STomics,Heart,Up,1.369760963,0.000146948
702,Retn-Tlr4,STomics,Heart,Up,1.079041487,0.000148541
703,Ccl5-Sdc4,STomics,Heart,Up,1.381518322,0.00015071
704,Gja1-Gja1,STomics,Heart,Down,-0.83090696,0.000162507
705,Edn3-Ednra,STomics,Heart,Up,2.405948881,0.000208042
706,Plat-Itgam,STomics,Heart,Up,0.680427724,0.000208042
707,Angptl2-Pirb,STomics,Heart,Up,0.759521816,0.000272075
708,Tln1-Itgal,STomics,Heart,Up,1.206265792,0.000296056
709,Nectin3-Nectin3,STomics,Heart,Down,-1.008045984,0.000305424
710,Ccl8-Ccr2,STomics,Heart,Up,2.125108266,0.000305424
711,Ccn2-Itgb2,STomics,Heart,Up,1.054474659,0.000305424
712,Thbs1-Itgb6,STomics,Heart,Down,-1.085079323,0.000305424
713,Icam2-Itgal,STomics,Heart,Up,1.34596567,0.000314915
714,Anxa1-Fpr1,STomics,Heart,Up,2.015580781,0.000314915
715,Vcam1-Itgb2,STomics,Heart,Up,0.801089874,0.000317213
716,Calr-Scarf1,STomics,Heart,Down,-0.559865622,0.00033541
717,Clu-Lrp8,STomics,Heart,Up,1.531196509,0.000359647
718,Ada-Adora1,STomics,Heart,Up,1.52377964,0.000362309
719,Inha-Tgfbr3,STomics,Heart,Down,-0.586559537,0.000393512
720,Col1a2-Cd44,STomics,Heart,Down,-0.534126924,0.000393512
721,Ccl5-Ackr4,STomics,Heart,Up,2.001308513,0.000393512
722,Icam1-Spn,STomics,Heart,Up,1.898617248,0.000400563
723,Pgf-Nrp2,STomics,Heart,Up,0.696900008,0.000402699
724,Tgfb1-Itgb6,STomics,Heart,Down,-0.86875623,0.000410873
725,Fn1-Itga5,STomics,Heart,Down,-0.612647121,0.000413683
726,Gnai2-C5ar1,STomics,Heart,Up,0.496571828,0.000414012
727,Sema6d-Trem2,STomics,Heart,Up,0.79387653,0.000425178
728,Timp1-Lrp1,STomics,Heart,Up,0.781834041,0.000431667
729,Pgf-Egfr,STomics,Heart,Up,0.973319541,0.00044311
730,Lama5-Bcam,STomics,Heart,Down,-0.472541703,0.000448677
731,Ccl11-Ackr4,STomics,Heart,Up,1.860222071,0.000448677
732,Penk-Ogfr,STomics,Heart,Up,0.748552229,0.000517777
733,Tgm2-Itgb3,STomics,Heart,Up,0.958081721,0.000517777
734,Efnb3-Ephb3,STomics,Heart,Down,-0.976786606,0.000576421
735,Cx3cl1-Itgb3,STomics,Heart,Up,1.094681971,0.000578112
736,Mfge8-Itgb3,STomics,Heart,Up,0.719776936,0.000603343
