,gene,tech,organ,regulate,logFC,FDR
5679,Pmepa1,Visium,Spleen,Up,0.870240262812412,6.332706007419e-05
5680,Oasl1,Visium,Spleen,Down,-0.995905224813954,6.332706007419e-05
5681,Ift80,Visium,Spleen,Down,-0.777105160234437,6.332706007419e-05
5682,Elane,Visium,Spleen,Up,1.92208649031519,6.332706007419e-05
5683,Serping1,Visium,Spleen,Up,0.624580944352855,6.332706007419e-05
5684,D930028M14Rik,Visium,Spleen,Down,-1.49473461062014,6.332706007419e-05
5685,Twsg1,Visium,Spleen,Up,0.714387733874177,7.17506587591674e-05
5686,Gm20559,Visium,Spleen,Down,-0.664878245143237,7.26776844239382e-05
5687,Icosl,Visium,Spleen,Down,-0.577924749133674,7.33244783149884e-05
5688,Anxa8,Visium,Spleen,Up,3.68267039568884,7.55231499361618e-05
5689,Cd177,Visium,Spleen,Up,2.06525610443848,7.7945190092204e-05
5690,Ssr3,Visium,Spleen,Up,0.544826145367592,7.7945190092204e-05
5691,Cysltr2,Visium,Spleen,Up,1.32790382461904,8.00149464197177e-05
5692,Tiam1,Visium,Spleen,Up,0.911146033984722,8.00174684960848e-05
5693,Ccl4,Visium,Spleen,Up,1.21371925302666,8.28109989455059e-05
5694,Cpeb2,Visium,Spleen,Up,0.886627786458061,8.39619780669152e-05
5695,Fcrl1,Visium,Spleen,Down,-0.578985685001522,8.63874175896274e-05
5696,Sfrp1,Visium,Spleen,Up,0.845110874874704,8.81495068435218e-05
5697,Traf3ip3,Visium,Spleen,Down,-0.566162128739447,8.81495068435218e-05
5698,Slc2a6,Visium,Spleen,Up,0.814437738376511,8.91490997819881e-05
5699,Arhgap45,Visium,Spleen,Down,-0.656480829898496,9.77232832890858e-05
5700,Txk,Visium,Spleen,Down,-0.85186931628856,9.77232832890858e-05
5701,Slamf9,Visium,Spleen,Up,1.20554117822612,9.8434742295943e-05
5702,Trat1,Visium,Spleen,Down,-1.47182557560203,0.0001051898544352
5703,Fam78a,Visium,Spleen,Down,-0.765152861821216,0.0001078717536552
5704,Gsr,Visium,Spleen,Up,0.73869363540339,0.0001089300749359
5705,Tmsb10,Visium,Spleen,Down,-0.61731916207034,0.0001131747599794
5706,Nxpe5,Visium,Spleen,Up,1.53388251139255,0.0001140274514268
5707,Ifi203,Visium,Spleen,Down,-0.538362429480139,0.0001190831915011
5708,Pqlc3,Visium,Spleen,Up,0.717828660565231,0.0001232439870296
5709,Coro2b,Visium,Spleen,Up,1.3493427151418,0.0001249119392816
5710,Ets1,Visium,Spleen,Down,-0.542551390247335,0.0001264863619448
5711,Ccl3,Visium,Spleen,Up,1.43163147376163,0.0001272161509644
5712,Prtn3,Visium,Spleen,Up,1.78037915786526,0.0001308337963178
5713,Trbc2,Visium,Spleen,Down,-0.654680668657559,0.000132490028477
5714,Prss34,Visium,Spleen,Up,2.38146539457069,0.0001344355089765
5715,Fabp4,Visium,Spleen,Up,1.97762694311069,0.000135663860166
5716,Casp4,Visium,Spleen,Up,0.684862907272245,0.0001429826857104
5717,Spcs3,Visium,Spleen,Up,0.586297578152859,0.000146949823355
5718,Ptp4a3,Visium,Spleen,Down,-0.563041296973104,0.0001487736826529
5719,Slc25a19,Visium,Spleen,Up,0.605262932491812,0.0001529785943219
5720,Ltb4r1,Visium,Spleen,Up,1.29524343521781,0.0001532190994497
5721,Insl6,Visium,Spleen,Up,0.902482144603925,0.0001532190994497
5722,Mcpt8,Visium,Spleen,Up,1.7633622273386,0.0001584719270114
5723,Hepacam2,Visium,Spleen,Up,1.05562118730314,0.0001606106753744
5724,Ms4a6c,Visium,Spleen,Up,0.640282047508103,0.0001647178811258
5725,Jun,Visium,Spleen,Up,0.742591209965219,0.0001647178811258
5726,Tmem82,Visium,Spleen,Up,2.09331649927317,0.0001695037973421
5727,2810001G20Rik,Visium,Spleen,Down,-0.717974027367626,0.0001695156670221
5728,Dpt,Visium,Spleen,Up,0.794860779872866,0.0001709488707972
5729,Creb3l2,Visium,Spleen,Up,0.738435978883211,0.0001858269536227
5730,Pik3r4,Visium,Spleen,Down,-0.597923551234353,0.0001878660713302
5731,Msr1,Visium,Spleen,Up,2.05321695421011,0.0001908162248866
5732,Pik3r6,Visium,Spleen,Up,1.24571219753714,0.0001927624307155
5733,Itgb2l,Visium,Spleen,Up,2.03829305401149,0.000195656488154
5734,Myo1h,Visium,Spleen,Up,1.00645701324786,0.0001966210660399
5735,Cyp2s1,Visium,Spleen,Up,1.0766349394272,0.0001993720789556
5736,Emcn,Visium,Spleen,Up,1.54123110577365,0.0001994578121636
5737,Chst7,Visium,Spleen,Up,1.45632245842867,0.0001994578121636
5738,Serinc5,Visium,Spleen,Up,0.764886440924224,0.0002092973603986
5739,Pltp,Visium,Spleen,Up,0.745271315823376,0.0002097059130896
5740,Mmp9,Visium,Spleen,Up,1.20053112981161,0.0002108942953065
5741,As3mt,Visium,Spleen,Up,0.734751120263393,0.0002130356583059
5742,Ms4a6d,Visium,Spleen,Up,1.02938231612012,0.0002130873278643
5743,Trdc,Visium,Spleen,Down,-1.54578081523956,0.0002144182170354
5744,Timd2,Visium,Spleen,Up,2.14186829802475,0.0002144182170354
5745,Adgrg3,Visium,Spleen,Up,1.45481336051823,0.0002183746473493
5746,Msrb1,Visium,Spleen,Up,0.621011949020932,0.0002191090386171
5747,Mapk13,Visium,Spleen,Up,1.78034146441675,0.0002254433227352
5748,Fabp7,Visium,Spleen,Up,1.19205529317586,0.0002355794112722
5749,Pdia4,Visium,Spleen,Up,0.661370371223401,0.0002356754612637
5750,Slpi,Visium,Spleen,Up,1.44330390916156,0.0002417337615336
5751,Ltb,Visium,Spleen,Down,-0.533101346240499,0.000245275095755
5752,Lmo2,Visium,Spleen,Down,-0.656487091345838,0.0002585197087319
5753,Fam89a,Visium,Spleen,Up,1.99410809323394,0.0002586578342622
5754,Surf4,Visium,Spleen,Up,0.533848925307392,0.0002712668666349
5755,Bcl2l15,Visium,Spleen,Up,1.42360017515737,0.0002765148401696
5756,S1pr2,Visium,Spleen,Up,1.07221305846231,0.0002765148401696
5757,Ptpn1,Visium,Spleen,Up,0.539568191594809,0.0002871106623297
5758,Wdr38,Visium,Spleen,Down,-1.05386001042065,0.0002922104395806
5759,Mreg,Visium,Spleen,Up,0.96085796072507,0.00029616796441
5760,Klk1b27,Visium,Spleen,Up,1.84348427431345,0.000300578418557
5761,Rapgef4,Visium,Spleen,Down,-0.9032067712408,0.0003166978041907
5762,Serpinf1,Visium,Spleen,Up,1.27857740250641,0.0003214503348741
5763,Fpr2,Visium,Spleen,Up,1.23986059204972,0.00032234413614
5764,Aldh7a1,Visium,Spleen,Up,0.73340698322023,0.0003273509471948
5765,AU015791,Visium,Spleen,Up,2.757804281606,0.0003298073780666
5766,Txndc11,Visium,Spleen,Up,0.578677938104286,0.000332029590544
5767,Slamf7,Visium,Spleen,Up,0.708468072417974,0.0003330764551707
5768,Vwc2,Visium,Spleen,Up,1.68619114020597,0.0003330764551707
5769,Iglv1,Visium,Spleen,Up,1.57673212177566,0.0003350462237569
5770,Gps2,Visium,Spleen,Down,-0.529200169280147,0.0003370618514434
5771,Rtp4,Visium,Spleen,Down,-0.724068010783046,0.0003370618514434
5772,Sik1,Visium,Spleen,Up,0.846452790520683,0.0003446396599433
5773,Slc44a1,Visium,Spleen,Up,0.622961254818406,0.0003631176845195
5774,Ttc39c,Visium,Spleen,Up,1.26054955406153,0.0003732645553911
5775,Tg,Visium,Spleen,Up,1.99508606473791,0.0003883739649551
5776,Hcrtr2,Visium,Spleen,Up,1.90013433667655,0.0003893497533461
5777,Galns,Visium,Spleen,Up,0.691525944605767,0.0003951105668644
5778,Klrd1,Visium,Spleen,Down,-0.671232988867682,0.0004009921956752
5779,Ubash3b,Visium,Spleen,Up,0.664054717977204,0.0004030436134527
5780,Pla2g2f,Visium,Spleen,Up,1.42938413002278,0.0004129410501649
5781,Erp44,Visium,Spleen,Up,0.5657592760732,0.0004302199619394
5782,Vipr1,Visium,Spleen,Down,-1.18291192536061,0.0004346610840752
5783,Loxl1,Visium,Spleen,Up,0.698949515356096,0.0004348671755786
5784,Rgs1,Visium,Spleen,Up,0.708739143767778,0.0004792946034661
5785,Cebpe,Visium,Spleen,Up,1.79945140820606,0.0004944157023388
5786,Scn4a,Visium,Spleen,Up,1.1967917823286,0.000497295116901
5787,2210414B05Rik,Visium,Spleen,Up,1.86917454651659,0.0004987393242585
5788,Anxa2,Visium,Spleen,Up,0.529392365466654,0.0005072411389521
5789,Evi2a,Visium,Spleen,Up,0.56847633690346,0.0005158489514866
5790,Camkk1,Visium,Spleen,Up,1.05148146274208,0.0005188028001285
5791,Gdf15,Visium,Spleen,Up,1.01861206150496,0.0005258428769714
5792,Ifi209,Visium,Spleen,Down,-0.546403396806788,0.0005290408814652
5793,Ciz1,Visium,Spleen,Down,-0.555316255442251,0.0005597910347076
5794,Rhou,Visium,Spleen,Up,2.03639919330662,0.0005749407649837
5795,Serpina3n,Visium,Spleen,Up,1.11181562249916,0.0005752643164535
5796,Tnfsf9,Visium,Spleen,Up,1.73179677845021,0.0005948413765651
5797,AI427809,Visium,Spleen,Up,2.35678012064828,0.0006596487709061
5798,Cebpb,Visium,Spleen,Up,0.615558221103089,0.0006596487709061
5799,Npnt,Visium,Spleen,Down,-0.605928424088341,0.0006596487709061
5800,Nrn1,Visium,Spleen,Up,1.68307510877486,0.0006787531532914
5801,Cxcl5,Visium,Spleen,Up,1.38518253146109,0.0006900725800629
5802,Rab3ip,Visium,Spleen,Down,-0.736492191335205,0.0007143267217458
5803,Ly6c2,Visium,Spleen,Up,0.590002091334168,0.0007233805885181
5804,Actn2,Visium,Spleen,Down,-1.39546268829786,0.0007288397835503
5805,Glrx,Visium,Spleen,Up,0.637435532807364,0.0007308112893887
5806,Trib1,Visium,Spleen,Up,0.799985435275871,0.0007446991500641
5807,Macf1,Visium,Spleen,Down,-0.577689329112079,0.0007595517099526
5808,Ly6g,Visium,Spleen,Up,1.95766325996304,0.0007758646555582
5809,Rhob,Visium,Spleen,Up,0.555752810190727,0.0007771508881608
5810,Slc1a5,Visium,Spleen,Down,-0.618884775674463,0.000788613419935
5811,Nek6,Visium,Spleen,Up,0.83859018295154,0.000794690057396
5812,Carns1,Visium,Spleen,Down,-0.643258677607018,0.0008016546485464
5813,Lox,Visium,Spleen,Up,1.28121132180131,0.0008345364105187
5814,Plcd3,Visium,Spleen,Up,1.7913256840938,0.0008345364105187
5815,Pla2g2d,Visium,Spleen,Up,0.527027338179855,0.0008646839142551
5816,Ada,Visium,Spleen,Up,0.735128015321765,0.0008676737891347
5817,1700020L24Rik,Visium,Spleen,Up,2.17213327527931,0.0008887483010688
5818,Prss57,Visium,Spleen,Up,1.77982141101441,0.0008901762921032
5819,Slc39a4,Visium,Spleen,Up,1.09581455594754,0.0008965872693286
5820,Gzmm,Visium,Spleen,Up,1.28131428546911,0.0009734910517067
5821,Dnah8,Visium,Spleen,Down,-0.950934024974979,0.000981455535933
5822,Osbpl3,Visium,Spleen,Up,0.793088923865389,0.0010174687028281
5823,Plcb2,Visium,Spleen,Down,-0.571873726273037,0.0010389920288728
5824,Tnfsf8,Visium,Spleen,Up,1.01622669767405,0.0010389920288728
5825,Havcr1,Visium,Spleen,Up,1.64850904784028,0.001051250028479
5826,Aifm2,Visium,Spleen,Up,1.14429895161023,0.0010704583937492
5827,Tspoap1,Visium,Spleen,Up,0.871156495302001,0.0010816905366521
5828,Cd300lf,Visium,Spleen,Up,0.715930869753373,0.0010970978876218
5829,Trim46,Visium,Spleen,Up,1.43088498909377,0.0011919373059227
5830,Gm42031,Visium,Spleen,Up,1.02269531087819,0.0012035346079023
5831,Limd2,Visium,Spleen,Down,-0.504563513366808,0.0012035346079023
5832,Hoxa7,Visium,Spleen,Up,1.43105893887468,0.0012069545588408
5833,Gm30054,Visium,Spleen,Down,-0.65888864381965,0.0012370348739556
5834,H13,Visium,Spleen,Up,0.491740867601752,0.0012591263736296
5835,Spock2,Visium,Spleen,Up,1.62554621671727,0.0012591690391456
5836,Ier3,Visium,Spleen,Up,0.865001706844544,0.0012591690391456
5837,A330040F15Rik,Visium,Spleen,Down,-1.21848822850347,0.0012936502283599
5838,Nrp2,Visium,Spleen,Up,0.685025681960255,0.0013200035618981
5839,Camk2a,Visium,Spleen,Up,1.41763016177241,0.0013665280318962
5840,Gm10553,Visium,Spleen,Up,1.14338689125779,0.0013998617638617
5841,Ptpn5,Visium,Spleen,Up,1.72739400628725,0.0013998617638617
5842,Fcgr4,Visium,Spleen,Up,0.881742608910891,0.001419288998909
5843,Arhgap24,Visium,Spleen,Up,0.923153389291079,0.0014454147203773
5844,Ablim1,Visium,Spleen,Down,-0.50715254060225,0.0014511769633431
5845,Il1rn,Visium,Spleen,Up,1.32504114188765,0.0014713300387508
5846,Brwd1,Visium,Spleen,Down,-0.586290468073499,0.0014834075559107
5847,Gm49980,Visium,Spleen,Up,0.931155754796759,0.0014843886584222
5848,Rab3d,Visium,Spleen,Up,0.739706554487568,0.0014844205183025
5849,Upk1a,Visium,Spleen,Up,3.4221504664234,0.0014927687398375
5850,Cdkn1a,Visium,Spleen,Up,0.982529085981025,0.0014927687398375
5851,Apol11a,Visium,Spleen,Up,1.67582002311112,0.001506880128155
5852,Dnajb3,Visium,Spleen,Down,-1.55301048316991,0.001521756142238
5853,Tnfaip8,Visium,Spleen,Up,0.559845622474457,0.001591249775631
5854,Cldn15,Visium,Spleen,Up,1.51202303134393,0.001599142788621
5855,Gimap1,Visium,Spleen,Down,-0.506399935911219,0.0016077998233687
5856,St6gal1,Visium,Spleen,Up,0.583863729141865,0.0016078151600244
5857,Ces2c,Visium,Spleen,Up,1.61927739100043,0.0016280699312363
5858,Mmp2,Visium,Spleen,Up,0.817046780461265,0.0016280699312363
5859,Sypl,Visium,Spleen,Up,0.487411859928256,0.0016280699312363
5860,Ahnak2,Visium,Spleen,Up,2.19613923793432,0.0016661096454044
5861,Fkbp11,Visium,Spleen,Up,1.03340401235643,0.0017403527265842
5862,Crispld2,Visium,Spleen,Up,0.882259796261887,0.0017411296301226
5863,C5ar1,Visium,Spleen,Up,1.3328286597155,0.0018234067489813
5864,Lgals3,Visium,Spleen,Up,0.64696271212942,0.0018619621989338
5865,Lpl,Visium,Spleen,Up,0.715370723102122,0.0019177273370359
5866,Rapgef3,Visium,Spleen,Up,0.745894363361442,0.00193571244631
5867,Dnajb9,Visium,Spleen,Up,0.765766451627064,0.0019431786051024
5868,H3f3a,Visium,Spleen,Down,-0.557261809548233,0.0019682972452302
5869,Krtcap3,Visium,Spleen,Down,-0.759204511829683,0.0019807878005503
5870,F730043M19Rik,Visium,Spleen,Up,0.756555532067587,0.0019954015914973
5871,Gm2682,Visium,Spleen,Down,-1.07420753400319,0.0020175965823991
5872,Mgp,Visium,Spleen,Up,0.923332969879322,0.0020922067377885
5873,AW011738,Visium,Spleen,Down,-0.679961729208603,0.0020985947461937
5874,Ighg2c,Visium,Spleen,Up,2.18081816497667,0.002145724407074
5875,BC051226,Visium,Spleen,Down,-0.701961793996232,0.0021755660011346
5876,Hoxa5,Visium,Spleen,Up,1.28022648368397,0.0021818964049853
5877,Tpi1,Visium,Spleen,Up,0.480557561617668,0.0022457444402896
5878,Trim30a,Visium,Spleen,Down,-0.510867967406253,0.0022495818650587
5879,Lrg1,Visium,Spleen,Up,0.688100195246589,0.0022543143673986
5880,Dusp14,Visium,Spleen,Up,1.84084560974583,0.0023420186916785
5881,Nacc2,Visium,Spleen,Up,0.736347244842936,0.0023899228302113
5882,Mgmt,Visium,Spleen,Up,0.906458479223448,0.0024269080822126
5883,Ripply3,Visium,Spleen,Up,1.40714605902299,0.0024269080822126
5884,Chpf,Visium,Spleen,Up,0.685211630155008,0.0024342711381893
5885,Gpx3,Visium,Spleen,Up,0.776197067883824,0.0024893541414864
5886,Litaf,Visium,Spleen,Up,0.541355286485246,0.0024893541414864
5887,Mrgpra2b,Visium,Spleen,Up,1.92731990893251,0.0026400586745757
5888,Ifi27l2a,Visium,Spleen,Down,-0.502908477626852,0.0026835835966009
5889,Ikzf2,Visium,Spleen,Up,0.762817824321349,0.0026835835966009
5890,Hspa13,Visium,Spleen,Up,0.75047188444749,0.0027188354539309
5891,Xdh,Visium,Spleen,Up,0.619012091078114,0.0028125228806775
5892,Star,Visium,Spleen,Down,-0.580103174665853,0.0029400130185109
5893,Ifi208,Visium,Spleen,Down,-0.876949524655865,0.0029738546626075
5894,Mylk3,Visium,Spleen,Down,-0.847833490247222,0.0030288939522798
5895,AU020206,Visium,Spleen,Up,0.506261630436469,0.0031354940822837
5896,Tjp2,Visium,Spleen,Up,0.860142521946788,0.0032172538146246
5897,Ifi211,Visium,Spleen,Up,0.780798910007473,0.003219572778931
5898,Zbtb20,Visium,Spleen,Up,0.66177707926499,0.0032844072086363
5899,B4galnt4,Visium,Spleen,Up,1.94604307500761,0.0032844072086363
5900,E330020D12Rik,Visium,Spleen,Up,0.749234535013368,0.0033264773883906
5901,Serpina10,Visium,Spleen,Up,1.6636040592503,0.0033737517245028
5902,Itk,Visium,Spleen,Down,-0.886716202315325,0.0034000373571146
5903,Psmb9,Visium,Spleen,Up,0.462509059687355,0.00340287494921
5904,Cyp1b1,Visium,Spleen,Up,0.588908966847541,0.0034207663893675
5905,F5,Visium,Spleen,Up,1.42250702666664,0.0034207663893675
5906,Actr3b,Visium,Spleen,Up,1.36556264723025,0.0034207663893675
5907,Tmie,Visium,Spleen,Down,-1.29647485375203,0.0034512681469425
5908,Plcd1,Visium,Spleen,Up,1.01090929109414,0.003476188570345
5909,Ptpn22,Visium,Spleen,Up,0.580984144267995,0.003521321116588
5910,Sdcbp2,Visium,Spleen,Up,1.10305731207625,0.0035290863604968
5911,Ikbke,Visium,Spleen,Down,-0.513672429827473,0.0035730925341117
5912,Spo11,Visium,Spleen,Up,1.46599456467368,0.0035730925341117
5913,Gdf6,Visium,Spleen,Down,-0.850124610465831,0.0036177991751081
5914,Stk10,Visium,Spleen,Down,-0.474758127031359,0.0036249336631162
5915,Mgst1,Visium,Spleen,Up,0.561315040609817,0.0036867740505809
5916,Tox2,Visium,Spleen,Up,0.950228308687369,0.0037229748848544
5917,Irf7,Visium,Spleen,Down,-0.585188020211725,0.0037518966296759
5918,Prkcz,Visium,Spleen,Up,0.883767615056672,0.0037765601620322
5919,Hsp90b1,Visium,Spleen,Up,0.580130643431006,0.0037949841219292
5920,Itgb1,Visium,Spleen,Up,0.496013496796379,0.0038823878289805
5921,Igflr1,Visium,Spleen,Down,-0.558692407321654,0.0039207906035137
5922,Prkca,Visium,Spleen,Up,0.614391027948567,0.0039341679502042
5923,Pla2g7,Visium,Spleen,Up,0.533537376652825,0.0039365122824933
5924,Cyp26b1,Visium,Spleen,Up,1.28521355145891,0.0039446553917399
5925,Cib2,Visium,Spleen,Up,1.08047227414365,0.0040152278202741
5926,Gm42047,Visium,Spleen,Up,1.43767538785776,0.0040510933976953
5927,Gripap1,Visium,Spleen,Down,-0.53062033453017,0.0040510933976953
5928,Sorcs2,Visium,Spleen,Up,1.17936982082809,0.004079322205054
5929,Fam221a,Visium,Spleen,Up,1.16398847548135,0.0041587955782531
5930,Hyou1,Visium,Spleen,Up,0.618757147674556,0.0041755013026449
5931,Foxp3,Visium,Spleen,Up,0.858257182389048,0.0041919568287986
5932,Gm42418,Visium,Spleen,Down,-0.489589665615846,0.0042064054557008
5933,Pcp4,Visium,Spleen,Up,1.12109640112045,0.0042662890500854
5934,Siglecg,Visium,Spleen,Down,-0.571690979057379,0.004306326941055
5935,Pdgfra,Visium,Spleen,Up,0.689500784818961,0.0043768500020041
5936,Sec24d,Visium,Spleen,Up,0.634488748107623,0.0044025172745605
5937,Gpc1,Visium,Spleen,Up,0.719387547371179,0.0044025172745605
5938,2200002D01Rik,Visium,Spleen,Up,0.8926888283175,0.0044427749460956
5939,4933404K13Rik,Visium,Spleen,Up,1.72226341685123,0.0044900859874629
5940,Cd96,Visium,Spleen,Down,-0.805861035688236,0.004537812447784
5941,Npas4,Visium,Spleen,Up,1.36974513602925,0.0046275908966721
5942,Selenos,Visium,Spleen,Up,0.578717366012769,0.0046520226674054
5943,Cpd,Visium,Spleen,Up,0.697344040569831,0.0046974337382253
5944,Fam20c,Visium,Spleen,Up,0.78479236701045,0.0047162961015074
5945,Hspa12a,Visium,Spleen,Up,0.88736212465457,0.0048099639747908
5946,Trim12a,Visium,Spleen,Down,-0.465273659698791,0.0048164095473504
5947,Fam189b,Visium,Spleen,Down,-0.541689103522732,0.0048164095473504
5948,Camk2b,Visium,Spleen,Up,1.54815309051749,0.0048347070861044
5949,Ncln,Visium,Spleen,Down,-0.479637836532357,0.0048347070861044
5950,Rrp1b,Visium,Spleen,Up,0.797581446450717,0.0049680776566097
5951,Aplp1,Visium,Spleen,Up,1.54052945502783,0.0050540516285497
5952,Atp1b1,Visium,Spleen,Down,-0.677630215157918,0.0050563263457223
5953,Add1,Visium,Spleen,Down,-0.500753453202665,0.0053557257061641
5954,Cox6a2,Visium,Spleen,Up,1.12421074150485,0.0054026458989244
5955,Sulf1,Visium,Spleen,Up,0.711477386250431,0.005477209748216
5956,Abhd6,Visium,Spleen,Up,0.751066795300823,0.0055946069796814
5957,Sapcd1,Visium,Spleen,Up,1.01739713598499,0.0056258899045948
5958,Tcrg-C1,Visium,Spleen,Down,-1.15044346970228,0.0056274074837447
5959,Evc,Visium,Spleen,Up,0.948565847118571,0.0056594826451958
5960,Il1f9,Visium,Spleen,Up,1.45313227734566,0.0056594826451958
5961,S100a6,Visium,Spleen,Up,0.52836141967865,0.0057090338844053
5962,Ankrd33b,Visium,Spleen,Up,0.975994338820128,0.005794578546666
5963,Ifi206,Visium,Spleen,Down,-0.839327124514942,0.005803021792656
5964,Spn,Visium,Spleen,Up,0.516075397243396,0.0058475206254052
5965,Oas1c,Visium,Spleen,Down,-0.704987343487445,0.0058851582433341
5966,Ralgps2,Visium,Spleen,Down,-0.455303274915017,0.0059935997660563
5967,5430427O19Rik,Visium,Spleen,Up,0.611046918892162,0.0059935997660563
5968,Glb1,Visium,Spleen,Up,0.599873244099635,0.0060044262591422
5969,Gm20069,Visium,Spleen,Down,-1.19719887461579,0.0060081136962053
5970,Vmn2r96,Visium,Spleen,Up,1.44452257746133,0.0060719117943666
5971,Trem3,Visium,Spleen,Up,1.44138907780347,0.0060846162868702
5972,Kcnmb4,Visium,Spleen,Up,1.38069604170565,0.0061117743209129
5973,Socs3,Visium,Spleen,Up,0.749945767088824,0.0062267690672897
5974,Ighg3,Visium,Spleen,Up,1.82190911615546,0.0062267690672897
5975,Dennd5b,Visium,Spleen,Up,0.545574688535496,0.0062343485027317
5976,Prkd2,Visium,Spleen,Down,-0.524824518535755,0.0063967894939528
5977,Sidt1,Visium,Spleen,Down,-0.873651600565915,0.0064557386003345
5978,Ttc41,Visium,Spleen,Up,1.21365994183088,0.0064564799228912
5979,Gpr155,Visium,Spleen,Up,0.638901639131329,0.0064705621404048
5980,Tcf4,Visium,Spleen,Up,0.472037549622243,0.0064760560266582
5981,Neurl3,Visium,Spleen,Down,-0.503241355310847,0.0064924684138304
5982,Gng12,Visium,Spleen,Up,0.575822325992639,0.0066033271639598
5983,Cdkn2b,Visium,Spleen,Up,1.73424534051017,0.0066128904126064
5984,Plbd2,Visium,Spleen,Up,0.551545151035278,0.0066259729242201
5985,Cd1d1,Visium,Spleen,Down,-0.522706293392248,0.0066259729242201
5986,Crisp3,Visium,Spleen,Down,-1.06897038408168,0.0067286344392635
5987,Nlrc3,Visium,Spleen,Down,-0.773298814068618,0.0067877186097518
5988,Pygl,Visium,Spleen,Up,0.680005788294797,0.0068343710654883
5989,Rgl2,Visium,Spleen,Down,-0.538776802674109,0.0069262204703979
5990,Nudt22,Visium,Spleen,Up,0.727473543068763,0.0069339000687
5991,Plekhb2,Visium,Spleen,Up,0.491938686756288,0.0070731857893553
5992,Enpp1,Visium,Spleen,Up,0.541087832879584,0.0071184795073541
5993,1810046K07Rik,Visium,Spleen,Up,2.11723032882457,0.0073201622602058
5994,Pcbd1,Visium,Spleen,Up,1.27761134662252,0.0073600926651708
5995,Cyp11a1,Visium,Spleen,Up,1.95334314664531,0.0074426197602168
5996,Gimap6,Visium,Spleen,Down,-0.461818701100328,0.0074493250477533
5997,Fscn1,Visium,Spleen,Up,0.588539568218523,0.0077667706490062
5998,Tmcc3,Visium,Spleen,Up,0.603711335146627,0.0079940172961547
5999,Mcemp1,Visium,Spleen,Up,0.667755866576096,0.0080568342943112
6000,Scd1,Visium,Spleen,Down,-0.457409531957614,0.0081443554737172
6001,Gm43916,Visium,Spleen,Up,1.17696530317841,0.0082169411553485
6002,Mt1,Visium,Spleen,Up,0.732174437816096,0.0082539327628248
6003,Galnt10,Visium,Spleen,Down,-0.585256558938035,0.0082672827597892
6004,Ypel3,Visium,Spleen,Down,-0.488949016667497,0.0083072383876979
6005,Htatip2,Visium,Spleen,Up,0.521257371844758,0.0083072383876979
6006,Ap1m2,Visium,Spleen,Up,0.773098495421995,0.0084256417037122
6007,Sap25,Visium,Spleen,Down,-0.515059808560341,0.0084256417037122
6008,Rexo2,Visium,Spleen,Up,0.458711966807969,0.0084352917463014
6009,Ralgds,Visium,Spleen,Up,0.521307254747143,0.0085484931516146
6010,Cnn3,Visium,Spleen,Down,-0.509085378086237,0.0085542826797873
6011,Spint1,Visium,Spleen,Up,0.880735763532229,0.008593793882903
6012,Espn,Visium,Spleen,Up,1.08693255289391,0.008593793882903
6013,Vamp1,Visium,Spleen,Down,-0.545393585707971,0.008593793882903
6014,Cyfip1,Visium,Spleen,Up,0.503404361080508,0.008593793882903
6015,Dalrd3,Visium,Spleen,Down,-0.547706103908288,0.0086999294766205
6016,Mdfic,Visium,Spleen,Up,0.544022470864344,0.0087710795424059
6017,Il18bp,Visium,Spleen,Up,0.593447703633759,0.0088716428187423
6018,Itgae,Visium,Spleen,Up,0.989270396316446,0.0090014791160517
6019,Zfp651,Visium,Spleen,Up,1.02895776374994,0.0093047699986129
6020,Stx11,Visium,Spleen,Up,0.578309460999112,0.0094630870175996
6021,Ctla2a,Visium,Spleen,Up,0.493278598689302,0.0096114739876009
6022,Slc7a11,Visium,Spleen,Up,0.736433488683198,0.0096265921958
6023,Prom1,Visium,Spleen,Up,1.00245679368221,0.0096265921958
6024,Gadd45g,Visium,Spleen,Up,0.594449811065678,0.0098159028406502
6025,Zmpste24,Visium,Spleen,Up,0.571116742095498,0.0098185885384112
6026,Hoxb6,Visium,Spleen,Up,1.28629451007264,0.0098776622416773
6027,Fut8,Visium,Spleen,Up,0.567804697786806,0.0098809179776932
6028,Edem2,Visium,Spleen,Up,0.486525102405593,0.0099329687525451
6029,Fbln1,Visium,Spleen,Up,0.926961429822931,0.0100625446025059
6030,Cx3cl1,Visium,Spleen,Up,1.19059075029941,0.0100625446025059
6031,Chst2,Visium,Spleen,Up,0.874555761211859,0.0100936116970331
6032,Hivep3,Visium,Spleen,Up,0.671174601605318,0.0102289754884142
6033,Ccnl2,Visium,Spleen,Down,-0.518225853773688,0.0102289754884142
6034,Trim30b,Visium,Spleen,Down,-0.515123216837119,0.0102289754884142
6035,Fubp1,Visium,Spleen,Down,-0.460996029028348,0.0103053052641135
6036,Spcs2,Visium,Spleen,Up,0.476900328602287,0.0103133677791131
6037,Ighg1,Visium,Spleen,Up,1.9923437745761,0.0103728401867637
6038,Cilp,Visium,Spleen,Up,0.7614820295033,0.0104925809161052
6039,Nlrp10,Visium,Spleen,Up,1.30527636407021,0.0108039686180031
6040,Sgms2,Visium,Spleen,Up,1.26599273977453,0.0108457418406271
6041,Cx3cr1,Visium,Spleen,Up,0.682872776006515,0.010881050706353
