"","LR pairs","organ","gender","regulate","logFC","FDR"
"639","NRXN2-DAG1","Kidney","Female","Down",1.08248714828391,1.46877444873974e-13
"640","CD47-SIRPA","Kidney","Female","Up",-0.999330704718603,1.53745667652211e-13
"641","SIRPA-CD47","Kidney","Female","Up",-0.999330704718603,1.53745667652211e-13
"642","ANXA1-DYSF","Kidney","Female","Up",-1.07549870325613,1.7743096720871e-13
"643","ARF4-LRP2","Kidney","Female","Down",0.719021979206904,2.27502958657638e-13
"644","COL4A3-CD44","Kidney","Female","Up",-1.10159572279963,2.44662929520286e-13
"645","COL14A1-CD44","Kidney","Female","Up",-2.03318085118474,3.05480944712795e-13
"646","F8-LRP1","Kidney","Female","Down",1.80355370343467,3.35216557767761e-13
"647","SEMA6D-TYROBP","Kidney","Female","Down",2.15751249830846,3.37633851606476e-13
"648","C1QA-CD33","Kidney","Female","Down",1.71322106409605,3.93124216881458e-13
"649","COL6A1-CD44","Kidney","Female","Up",-0.939198283593686,4.46184198043722e-13
"650","ICAM1-AHR","Kidney","Female","Up",-1.35759844140647,4.51284140322748e-13
"651","FGF1-CD44","Kidney","Female","Up",-1.04896967436471,5.03735891367356e-13
"652","LTF-LRP1","Kidney","Female","Up",-1.23961421517051,5.35157501198292e-13
"653","FN1-TNFRSF11B","Kidney","Female","Up",-0.954799442959114,5.63710537760057e-13
"654","CLCF1-IL6ST","Kidney","Female","Up",-1.20357185652559,6.1189625875802e-13
"655","RARRES2-CMKLR1","Kidney","Female","Down",1.32309319976567,6.4031517291186e-13
"656","DCN-TLR4","Kidney","Female","Down",0.835206393258937,8.79263568594361e-13
"657","FGG-ITGB2","Kidney","Female","Down",2.13128307371515,9.10223525836099e-13
"658","CXCL12-ITGA5","Kidney","Female","Up",-1.14010699418695,1.06469676626258e-12
"659","FN1-PLAUR","Kidney","Female","Up",-1.23428032938846,1.25986730770574e-12
"660","COL1A1-SDC1","Kidney","Female","Down",0.788137053465399,1.52089548998707e-12
"661","APP-NGFR","Kidney","Female","Down",0.938478932332079,2.1037488356739e-12
"662","FGG-TLR4","Kidney","Female","Down",2.52229743627487,2.37941298319537e-12
"663","TGFB1-ITGB8","Kidney","Female","Up",-0.89496768277813,2.74524426125827e-12
"664","FBN1-ITGAV","Kidney","Female","Up",-0.887654232282494,3.47552415656406e-12
"665","APOE-TREM2","Kidney","Female","Down",1.21182097002738,4.29780449498721e-12
"666","C3-NRP1","Kidney","Female","Up",-0.726092655934555,5.13572862299904e-12
"667","SELL-CD34","Kidney","Female","Down",2.49099032017192,6.20871347430086e-12
"668","CD34-SELL","Kidney","Female","Down",2.49099032017192,6.20871347430086e-12
"669","CLSTN1-NRXN2","Kidney","Female","Down",0.914467030775175,6.45620248476557e-12
"670","HBEGF-ERBB2","Kidney","Female","Down",1.11901149399825,7.95960239607191e-12
"671","LIF-IL6ST","Kidney","Female","Up",-1.71776438198414,1.18496712695912e-11
"672","SERPINE1-VLDLR","Kidney","Female","Up",-1.74082337235872,1.501826568896e-11
"673","COL1A2-ITGA11","Kidney","Female","Up",-1.07838092502024,1.96398342141264e-11
"674","EFNB1-ERBB2","Kidney","Female","Down",0.763362125379973,2.00226781774068e-11
"675","F8-LDLR","Kidney","Female","Down",1.64122255968657,2.26415812120597e-11
"676","ACE-BDKRB2","Kidney","Female","Down",2.75450052972799,2.26784196647444e-11
"677","COL1A1-DDR2","Kidney","Female","Up",-1.60058105747501,2.42590292329233e-11
"678","SRPX2-PLAUR","Kidney","Female","Up",-3.67993110670621,2.47302164387948e-11
"679","CD14-ITGB2","Kidney","Female","Down",0.887219672008056,2.68817983791791e-11
"680","EBI3-IL6ST","Kidney","Female","Down",2.36525154064701,2.79533319629126e-11
"681","THBS1-ITGB3","Kidney","Female","Up",-1.32816710264987,2.79533319629126e-11
"682","CALM1-KCNQ3","Kidney","Female","Up",-2.39380110789521,3.2000379298738e-11
"683","CALM2-KCNQ3","Kidney","Female","Up",-2.40377045859875,3.29402720739732e-11
"684","CEACAM1-SDC4","Kidney","Female","Down",0.623511645303305,3.30026589640486e-11
"685","MDK-TSPAN1","Kidney","Female","Up",-0.911703485415899,3.54511170444858e-11
"686","VEGFA-NPR1","Kidney","Female","Down",0.742694022579063,4.51522584070871e-11
"687","TLN1-ITGB2","Kidney","Female","Down",0.758852353733851,5.3284484380792e-11
"688","FGF2-GPC4","Kidney","Female","Up",-1.26181561111921,5.7130149118083e-11
"689","ADAM17-CD9","Kidney","Female","Down",0.740431772930498,5.91505635745744e-11
"690","SPON2-ITGB1","Kidney","Female","Up",-0.74371232775486,7.33901460666615e-11
"691","DCN-TLR2","Kidney","Female","Down",1.05531630722528,8.51950306832612e-11
"692","LAMA3-CD44","Kidney","Female","Up",-2.28235089646904,9.43763496221162e-11
"693","SEMA3F-PLXNA3","Kidney","Female","Up",-1.19105631755882,1.02115364637539e-10
"694","CXCL12-ITGB3","Kidney","Female","Up",-2.34685648509953,1.12850347358925e-10
"695","LAMA1-CD44","Kidney","Female","Up",-1.74060942108881,1.15380840783309e-10
"696","APOE-LRP8","Kidney","Female","Up",-0.801570610591838,1.34145744483639e-10
"697","FGF2-NRP1","Kidney","Female","Up",-0.919197260725701,1.4576406868329e-10
"698","ALOX5AP-ALOX5","Kidney","Female","Down",1.92262401576655,1.58334386873024e-10
"699","ICAM1-ITGAL","Kidney","Female","Up",-2.072523076011,2.08164050904074e-10
"700","SERPING1-LRP1","Kidney","Female","Down",0.715495071457122,2.21901335922733e-10
"701","CD14-TLR4","Kidney","Female","Down",0.90801340102423,2.4335607962924e-10
"702","PTGES3-PTGER1","Kidney","Female","Up",-0.739750729794287,2.56144944803475e-10
"703","LGALS9-CD40","Kidney","Female","Up",-2.24795856883401,3.12844338464013e-10
"704","SPINT1-ST14","Kidney","Female","Up",-0.677810777301216,3.33146839155172e-10
"705","COL4A5-CD44","Kidney","Female","Up",-1.30268069576904,3.8908151459587e-10
"706","CALM1-FAS","Kidney","Female","Up",-0.786739388627359,4.34168971069644e-10
"707","EFNA1-EPHA1","Kidney","Female","Up",-1.26659446808681,5.57389874242037e-10
"708","SEMA3F-NRP1","Kidney","Female","Up",-0.669851734740677,9.08559848158963e-10
"709","SULT1A1-PPARA","Kidney","Female","Down",1.20502790472391,1.12808169378349e-09
"710","LGI3-FLOT1","Kidney","Female","Down",6.92673179184677,1.13237817930421e-09
"711","PLAU-LRP1","Kidney","Female","Up",-1.03919249168509,1.29607169814686e-09
"712","WNT2-SFRP1","Kidney","Female","Down",6.85897741772543,1.38230995442714e-09
"713","HSPG2-COL13A1","Kidney","Female","Down",1.30236990680107,1.55137715298562e-09
"714","THBS1-VLDLR","Kidney","Female","Up",-0.702890536929058,1.92324443372706e-09
"715","TNC-ITGAV","Kidney","Female","Up",-0.630641928188921,2.03312128926373e-09
"716","ANGPTL4-SDC3","Kidney","Female","Up",-1.61981473671378,2.20790311458326e-09
"717","CD14-TLR2","Kidney","Female","Down",1.19783299451762,2.2911590562473e-09
"718","HSPG2-DAG1","Kidney","Female","Down",0.558948445902005,2.29389806283142e-09
"719","FGF2-SDC2","Kidney","Female","Up",-0.93533018742246,2.36627498712092e-09
"720","APP-DCC","Kidney","Female","Down",7.26094195819208,2.57555453848651e-09
"721","PLAU-MRC2","Kidney","Female","Up",-1.19306952199179,2.61548126293731e-09
"722","SEMA7A-ITGB1","Kidney","Female","Up",-1.23076633773394,3.11884835280392e-09
"723","ITGB2-ICAM2","Kidney","Female","Down",0.906129793994108,3.93564775016055e-09
"724","ICAM2-ITGB2","Kidney","Female","Down",0.906129793994108,3.93564775016055e-09
"725","RTN4-CNTNAP1","Kidney","Female","Up",-0.818618850301213,4.03330026808719e-09
"726","MMP9-ITGB2","Kidney","Female","Down",2.51832610253479,4.11541164654747e-09
"727","LIF-LIFR","Kidney","Female","Up",-2.08872021475157,5.15429619305037e-09
"728","CALM3-KCNQ3","Kidney","Female","Up",-2.53669657046417,6.00859438937648e-09
"729","RTN4-NGFR","Kidney","Female","Down",0.870210890381778,1.07434313904664e-08
"730","SLIT2-APP","Kidney","Female","Down",0.595023658061365,1.2752579326792e-08
"731","MMP9-TLR4","Kidney","Female","Down",3.19477638795678,1.44406362839475e-08
"732","SLIT2-ROBO4","Kidney","Female","Down",1.23699781984125,1.51277135524888e-08
"733","DHCR7-RORA","Kidney","Female","Down",1.26196888108008,1.5256936617684e-08
"734","THBS2-ITGA4","Kidney","Female","Up",-1.89940026028733,1.53990874161725e-08
"735","TGFB3-TGFBR2","Kidney","Female","Down",0.863379460053562,1.62875872614658e-08
"736","HMGB1-TLR2","Kidney","Female","Down",0.946648310092614,1.68461527648681e-08
"737","FGF9-FGFR2","Kidney","Female","Down",1.43297027711541,1.69982780079844e-08
"738","MMP9-LRP1","Kidney","Female","Down",2.49811769014526,1.72858494062232e-08
"739","GJA5-GJA5","Kidney","Female","Down",0.817937181929847,1.73756113518617e-08
"740","ITGAV-THY1","Kidney","Female","Up",-0.559847285408831,1.99464794955315e-08
"741","COL5A1-SDC3","Kidney","Female","Up",-1.5488224035157,2.47501899975984e-08
"742","JAG2-NOTCH3","Kidney","Female","Up",-0.76518849898518,3.02280140623325e-08
"743","WNT2-FZD4","Kidney","Female","Down",6.44892991501119,3.33473951608546e-08
"744","COL1A1-ITGA11","Kidney","Female","Up",-1.06763139174019,3.40321675330642e-08
"745","BGN-P2RX7","Kidney","Female","Up",-1.26480383852647,3.45504194892215e-08
"746","DHCR7-RORC","Kidney","Female","Down",1.73240574082996,3.48703432808161e-08
"747","PTPRC-MRC1","Kidney","Female","Down",1.41178533376878,3.68481213198008e-08
"748","MRC1-PTPRC","Kidney","Female","Down",1.41178533376878,3.68481213198008e-08
"749","DLL1-NOTCH1","Kidney","Female","Down",1.41852886237326,4.28652444751007e-08
"750","BMP7-ENG","Kidney","Female","Down",0.708920460131882,4.32087115922094e-08
"751","VWF-LRP1","Kidney","Female","Down",1.00783345848029,4.67224157008554e-08
"752","DLK1-NOTCH3","Kidney","Female","Up",-6.14086640668916,5.45886081941073e-08
"753","LPL-VLDLR","Kidney","Female","Down",1.82050926923947,5.63029436464191e-08
"754","SHH-GPC1","Kidney","Female","Up",-1.88633827641196,7.08728709228845e-08
"755","EFNB1-EPHB4","Kidney","Female","Down",0.687644852712821,7.15228906403206e-08
"756","APP-TSPAN15","Kidney","Female","Down",0.5847278203596,7.58973301158946e-08
"757","APP-SORL1","Kidney","Female","Down",0.493600916308829,7.70801130319245e-08
"758","AFDN-EPHB6","Kidney","Female","Down",1.32350042136623,7.89471750617277e-08
"759","ADAM15-ITGB3","Kidney","Female","Up",-1.62657714858825,8.18040618422899e-08
"760","FGF2-FGFR4","Kidney","Female","Up",-0.947763853714104,9.1715816330442e-08
"761","HBEGF-ERBB3","Kidney","Female","Down",1.11274951133234,9.20287246035334e-08
"762","APP-CD47","Kidney","Female","Up",-0.476438134713149,9.4209118293852e-08
"763","BSG-CAV1","Kidney","Female","Down",0.650764516017424,9.97045070575777e-08
"764","CLCF1-LIFR","Kidney","Female","Up",-1.01332446845946,9.97045070575777e-08
"765","CXCL12-ITGA4","Kidney","Female","Up",-1.09616979590565,1.06171827961237e-07
"766","CALM1-KCNN4","Kidney","Female","Up",-1.74249535789527,1.45431391672874e-07
"767","ANGPT1-TEK","Kidney","Female","Down",1.18937144458111,1.50635292078844e-07
"768","FN1-ITGB3","Kidney","Female","Up",-1.16350631765955,1.50635292078844e-07
"769","COL4A6-ITGB1","Kidney","Female","Up",-0.694165689591608,1.70124836964145e-07
"770","COL4A2-ADGRG6","Kidney","Female","Up",-0.941587174884368,2.06074738486293e-07
"771","CX3CL1-ITGB3","Kidney","Female","Up",-1.41796639775808,2.31521944844577e-07
"772","HBEGF-CD44","Kidney","Female","Up",-0.996845056736004,2.60313751786105e-07
"773","SHH-PVR","Kidney","Female","Up",-2.22276299546651,2.89351518209939e-07
"774","GNAI2-C5AR1","Kidney","Female","Down",0.787177738795293,3.00628294550617e-07
"775","C1QTNF1-AVPR2","Kidney","Female","Down",1.44428678589848,3.01792397285188e-07
"776","F13A1-ITGA9","Kidney","Female","Down",1.56434527594868,3.27366142657571e-07
"777","PTN-SDC2","Kidney","Female","Up",-0.783811821301228,3.42809044447376e-07
"778","EFNA4-EPHA2","Kidney","Female","Up",-1.63794203302215,3.58283774713978e-07
"779","CXCL9-DPP4","Kidney","Female","Down",1.5503121863925,3.58283774713978e-07
"780","APP-VLDLR","Kidney","Female","Up",-0.50231159491389,4.1385199085571e-07
"781","BMP7-BMPR2","Kidney","Female","Down",0.950933818769337,4.48917789288289e-07
"782","TENM1-ADGRL2","Kidney","Female","Down",1.3691256202732,4.56469475301918e-07
"783","FGA-TLR4","Kidney","Female","Down",1.50999242999595,4.64292706458333e-07
"784","MMP12-PLAUR","Kidney","Female","Up",-5.72270041850006,5.07206863580245e-07
"785","PCSK9-APLP2","Kidney","Female","Down",7.2336630934568,6.07223389850326e-07
"786","TIMP1-LRP1","Kidney","Female","Up",-0.535534593156422,6.36318098134417e-07
"787","VEGFA-FLT1","Kidney","Female","Down",0.530506495401918,6.62313219291298e-07
"788","HMGB1-ITGAM","Kidney","Female","Down",0.910374830337838,6.99317528903879e-07
"789","LAMA1-ITGB8","Kidney","Female","Up",-0.983283400770533,7.20026593108429e-07
"790","FGF2-FGFR1","Kidney","Female","Up",-0.943746058993296,8.31093478162283e-07
"791","DHCR7-NR1H2","Kidney","Female","Down",0.692807842597975,8.84273894761858e-07
"792","CD44-TYROBP","Kidney","Female","Up",-0.777024930548018,9.30502288293326e-07
"793","PODXL-SELL","Kidney","Female","Down",2.05628540281063,9.5226801971462e-07
"794","SELL-PODXL","Kidney","Female","Down",2.05628540281063,9.5226801971462e-07
"795","LGALS9-IGHM","Kidney","Female","Down",2.56518560762966,9.79210546935447e-07
"796","S100A4-EGFR","Kidney","Female","Up",-0.569108924639146,1.02644627167309e-06
"797","CDH1-PTPRM","Kidney","Female","Down",0.603905510726975,1.05249070327376e-06
"798","ALCAM-CD6","Kidney","Female","Up",-2.29915926048548,1.1193956907725e-06
"799","CD6-ALCAM","Kidney","Female","Up",-2.29915926048548,1.1193956907725e-06
"800","CLU-VLDLR","Kidney","Female","Up",-0.502026907830785,1.20290543728283e-06
"801","VEGFC-KDR","Kidney","Female","Down",1.11428590060473,1.34887776917402e-06
"802","ANGPTL4-GPIHBP1","Kidney","Female","Up",-1.68916980444714,1.43952726998869e-06
"803","CDH1-ITGB7","Kidney","Female","Down",1.15635949994592,1.43988185911007e-06
"804","BMP7-BMPR1B","Kidney","Female","Down",1.62030517727625,1.46033346477199e-06
"805","NECTIN3-PVR","Kidney","Female","Up",-1.16236734984483,1.5406691575326e-06
"806","PVR-NECTIN3","Kidney","Female","Up",-1.16236734984483,1.5406691575326e-06
"807","PTGES-PTGER1","Kidney","Female","Up",-1.01698568044946,1.60965116002092e-06
"808","BMP2-RGMB","Kidney","Female","Up",-1.3951924777375,1.93695647495053e-06
"809","TENM4-ADGRL2","Kidney","Female","Up",-1.56754179778003,2.01068534838764e-06
"810","CDH1-PTPRJ","Kidney","Female","Down",0.697643229188554,2.01387826631679e-06
"811","VCAN-ITGB1","Kidney","Female","Up",-0.562305802029748,2.25483170826489e-06
"812","INHBA-ENG","Kidney","Female","Up",-1.11789578152702,2.58454905579846e-06
"813","HBEGF-CD82","Kidney","Female","Down",1.02475630426162,2.63909642260837e-06
"814","L1CAM-ITGB3","Kidney","Female","Up",-1.70144508923858,3.1758561690714e-06
"815","TAX1BP3-ADGRB2","Kidney","Female","Up",-1.03671120488252,3.39887455381242e-06
"816","COL4A1-ADGRG6","Kidney","Female","Up",-0.905216008847745,3.4111895504167e-06
"817","ANGPTL3-ITGB3","Kidney","Female","Up",-2.02955634880107,3.92437247694168e-06
"818","EFNB1-EGFR","Kidney","Female","Down",0.633385083305536,3.98895150550315e-06
"819","CXCL14-CXCR4","Kidney","Female","Down",0.680094073387178,5.63184920255133e-06
"820","NPNT-ITGA8","Kidney","Female","Down",0.634384257589052,5.71094071961864e-06
"821","RTN4-RTN4RL2","Kidney","Female","Down",0.839122369197661,8.30416196182856e-06
"822","INHBA-TGFBR3","Kidney","Female","Up",-1.50270094344559,8.66962945417833e-06
"823","ITGB2-THY1","Kidney","Female","Down",0.580130693956429,9.9009595060936e-06
"824","SEMA3F-NRP2","Kidney","Female","Up",-0.749376086329803,1.42097220821222e-05
"825","DCN-ERBB4","Kidney","Female","Down",0.531004061570989,1.43398872792317e-05
"826","TGFB3-ACVRL1","Kidney","Female","Down",0.97982128023854,1.45422191520576e-05
"827","JAM3-ITGAL","Kidney","Female","Up",-1.45510140206642,1.53935663916175e-05
"828","CDH1-CDH1","Kidney","Female","Down",0.519834094522035,1.71797693711792e-05
"829","NTN4-DCC","Kidney","Female","Down",5.53237024746536,1.77426367515045e-05
"830","TLN1-ITGAL","Kidney","Female","Up",-0.74802830576511,1.99934482657733e-05
"831","OXT-AVPR2","Kidney","Female","Down",3.02021683034361,2.01863713920037e-05
"832","WNT2-LRP5","Kidney","Female","Down",5.50885918776103,2.08812696467758e-05
"833","SOSTDC1-LRP6","Kidney","Female","Down",1.50051315627043,2.67830745899236e-05
"834","GJA1-GJA5","Kidney","Female","Down",0.599372267571663,2.68114703483266e-05
"835","FN1-ITGB8","Kidney","Female","Up",-0.497965831019006,3.33301834150412e-05
"836","THBS3-CD47","Kidney","Female","Up",-0.726655345955555,3.6579918077424e-05
"837","PLA2G5-PLA2R1","Kidney","Female","Down",5.42553931793341,3.68836313654441e-05
"838","CSF1-CSF1R","Kidney","Female","Down",0.920373957337632,3.75683227588494e-05
"839","PLAU-ITGB2","Kidney","Female","Up",-0.657356636193472,4.1176860966918e-05
"840","CXCL10-TLR4","Kidney","Female","Up",-1.5577008312941,5.22330724639712e-05
"841","FGA-ITGB2","Kidney","Female","Down",1.00609889579399,5.25007634613506e-05
"842","IGF1-INSR","Kidney","Female","Down",1.64380331254927,5.97216358043503e-05
"843","IL27-IL6ST","Kidney","Female","Down",5.341754056374,6.31797710580412e-05
"844","TGFB3-ENG","Kidney","Female","Down",0.588909970252883,6.37242197856912e-05
"845","CFH-ITGAM","Kidney","Female","Down",1.06172107628341,6.50463209106401e-05
"846","ADAM12-SDC4","Kidney","Female","Up",-0.883830937480615,7.06767334853872e-05
"847","ANGPT2-ITGAV","Kidney","Female","Up",-1.35325505198936,7.86966157783149e-05
"848","FGF9-FGFR1","Kidney","Female","Down",0.815961988429734,8.2825747875195e-05
"849","ANGPT2-ITGB1","Kidney","Female","Up",-0.75207871375698,8.3512386010711e-05
"850","NECTIN1-NECTIN3","Kidney","Female","Up",-1.6130302855743,0.000115879901840284
"851","NECTIN3-NECTIN1","Kidney","Female","Up",-1.6130302855743,0.000115879901840284
"852","ADM-CALCRL","Kidney","Female","Down",0.680188712332234,0.000119271970008645
"853","LGALS3-MAG","Kidney","Female","Down",1.58778084998757,0.000131067047513458
"854","RTN4-LINGO1","Kidney","Female","Down",0.595230088746488,0.000131777785042081
"855","COL9A3-SDC4","Kidney","Female","Down",1.00459129294719,0.000142971088191427
"856","FN1-ITGA9","Kidney","Female","Down",0.670281202813334,0.00014840886013486
"857","MDK-NCL","Kidney","Female","Up",-0.5966146991455,0.000149418961766739
"858","EFEMP1-EGFR","Kidney","Female","Up",-0.505682098713323,0.000180739608973586
"859","PCSK9-SORT1","Kidney","Female","Down",5.16021842131666,0.000182887801732554
"860","PTMA-VIPR1","Kidney","Female","Down",0.740742604267212,0.000191784455361094
"861","FGF11-FGFR2","Kidney","Female","Down",2.17867379746117,0.000210190060772876
"862","SHH-SMO","Kidney","Female","Up",-1.60432867339498,0.000228330363749709
"863","LGALS3-LAG3","Kidney","Female","Down",1.70281686593759,0.000242410611413983
"864","LAMB1-DAG1","Kidney","Female","Down",0.436187625655102,0.000245448519850592
"865","SELPLG-VSIR","Kidney","Female","Down",0.984333817986657,0.00025962330444673
"866","PTN-SDC3","Kidney","Female","Up",-0.883599614224926,0.00026582871926655
"867","C3-C3AR1","Kidney","Female","Up",-0.59251114101236,0.000332520026558688
"868","ICAM1-ITGAX","Kidney","Female","Up",-1.09577197591246,0.000456259565698754
"869","SERPING1-SELP","Kidney","Female","Down",0.622600053471217,0.000458451236391349
"870","FGF14-FGFR4","Kidney","Female","Down",4.98443376697029,0.000460124855848525
"871","TBXAS1-TBXA2R","Kidney","Female","Down",0.838651518333251,0.000478971328039584
"872","IL11-IL6ST","Kidney","Female","Up",-1.59489988015487,0.000537344268288918
"873","CADM1-CADM1","Kidney","Female","Up",-0.597341226831852,0.000596462368050434
"874","INHBA-TGFBR1","Kidney","Female","Up",-1.22781795754475,0.000641566597140256
"875","VCAM1-ITGB2","Kidney","Female","Up",-0.428543351258283,0.000665098878604755
"876","ANGPTL3-ITGA5","Kidney","Female","Up",-0.730499779958597,0.000680623412461251
"877","VASP-ITGA4","Kidney","Female","Up",-0.800745530678154,0.00070866415239599
"878","HSP90B1-TLR2","Kidney","Female","Down",0.493679823025365,0.000725386125920248
"879","BGN-P2RX4","Kidney","Female","Up",-0.410539085354163,0.000747398687572029
"880","MMRN2-CD248","Kidney","Female","Down",0.653267402017565,0.000750650038785453
"881","TNC-TLR4","Kidney","Female","Down",0.606508388577021,0.000798253339101524
"882","LAMA5-SV2B","Kidney","Female","Up",-1.14151813117866,0.000915278706696528
"883","GNAS-ADRB2","Kidney","Female","Up",-0.777538715656227,0.00107175670624191
"884","CALCA-RAMP1","Kidney","Female","Down",2.13226262637331,0.00116960376084357
"885","THBS4-CD47","Kidney","Female","Up",-1.4366806709977,0.00118334159633959
"886","SEMA4G-PLXNB2","Kidney","Female","Down",0.523810984452429,0.00130506472235911
"887","ANGPTL4-SDC1","Kidney","Female","Down",0.476411024870546,0.00132552920144683
"888","VEGFB-FLT1","Kidney","Female","Down",0.422426527313104,0.00135527038888616
"889","C4B-CD46","Kidney","Female","Down",1.05268338653906,0.00143307816986648
"890","BMP7-ACVR2B","Kidney","Female","Down",1.45628933315071,0.0014955305799496
"891","LMAN1-MCFD2","Kidney","Female","Down",0.428290373525906,0.00150853964727274
"892","SHH-LRP2","Kidney","Female","Up",-0.645266968942847,0.00158359523741932
"893","HSP90B1-LRP6","Kidney","Female","Up",-0.383649333721056,0.00164378725791389
"894","COL6A1-SDC4","Kidney","Female","Down",0.361261367566209,0.00182794704827177
"895","LAMA3-ITGB4","Kidney","Female","Up",-1.25257327575537,0.00197194154140644
"896","BMP7-ACVR1","Kidney","Female","Down",0.861323018241477,0.00198092426051587
"897","WNT2-FZD7","Kidney","Female","Down",4.64860935245797,0.00205682585873342
"898","PTN-PTPRB","Kidney","Female","Down",0.560458492872336,0.00219828832006894
"899","LAMC2-SV2A","Kidney","Female","Up",-2.53940098021539,0.00239035190413729
"900","WNT2-FZD5","Kidney","Female","Down",4.5995639669873,0.00249037689985728
"901","IL1B-IL1R1","Kidney","Female","Down",1.63727833476638,0.00258485576037462
"902","FBN1-ITGB3","Kidney","Female","Up",-1.49950297454483,0.00267863636448867
"903","GNB2-KCNJ6","Kidney","Female","Down",4.57198283124317,0.00275725073283546
"904","FBN1-ITGA5","Kidney","Female","Up",-0.646578362473274,0.00287094304385146
"905","LAMB2-SV2C","Kidney","Female","Down",5.48855660707293,0.0029292624475183
"906","PSEN1-ERBB4","Kidney","Female","Down",0.515787114546409,0.0031472908191596
"907","DLL1-NOTCH2","Kidney","Female","Down",0.661564713989022,0.00374490640607478
